index,index,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
656,58804,URY,South America,Uruguay,2021-01-18,32863.0,485.0,851.7139999999999,319.0,8.0,8.142999999999999,9460.444,139.619,245.187,91.83200000000001,2.303,2.344,1.22,23891.0,72.178,128947.0,389.565,1273.0,3.846,33902.0,102.42200000000001,753084.0,6247.0,216.794,1.798,7407.0,2.1319999999999997,0.115,8.7,tests performed,17546374.0,1021093.0,913912.0,5.3,2761.0,70.37,3473727.0,19.750999999999998,35.6,14.655,10.360999999999999,20551.409,0.1,160.708,6.93,14.0,19.9,21.221999999999998,2.8,77.91,0.804
657,7836,BRA,South America,Brazil,2021-01-18,8511770.0,23671.0,54308.28599999999,210299.0,452.0,959.857,40044.193,111.36200000000001,255.497,989.3660000000001,2.126,4.516,1.14,371.0,32.010999999999996,1955.0,168.685,2838.847,244.947,909.5239999999999,78.477,6421441.0,2440.0,30.21,0.7440000000000001,74492.0,0.35,0.154,6.5,tests performed,1109.0,997.0,554.0,0.0,3.0,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.96099999999998,8.11,10.1,17.9,97.164,2.2,75.88,0.759
658,41535,OMN,Asia,Oman,2021-01-18,132011.0,221.0,175.857,1514.0,2.0,0.857,25850.944,43.277,34.437,296.478,0.392,0.168,1.04,711.0,41.494,143.0,26.378,19.332,3.5660000000000003,106.833,19.706,3198989.0,2682.0,590.0840000000001,0.525,2580.0,0.505,0.361,2.8,units unclear,28049.0,1291.0,1395.0,0.55,273.0,39.81,5106622.0,14.98,30.7,2.355,1.53,37960.709,0.2,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.821
659,30764,LVA,Europe,Latvia,2021-01-18,55908.0,244.0,858.429,983.0,5.0,17.0,29640.516,129.36,455.11,521.153,2.6510000000000002,9.013,1.17,2615.0,43.25,1147.0,608.1,116.90700000000001,61.98,921.5039999999999,488.55,1040683.0,3423.0,551.735,1.815,10184.0,5.399,0.084,11.9,tests performed,16759.0,843.0,1204.0,0.89,638.0,57.41,1886202.0,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,49.839,5.57,75.29,0.847
660,47420,STP,Africa,Sao Tome and Principe,2021-01-18,1142.0,0.0,10.857000000000001,17.0,0.0,0.0,5210.781,0.0,49.54,77.569,0.0,0.0,0.53,1065.0,55.36,3770.0,369.727,19.332,3.5660000000000003,5310.204000000001,276.031,804337.0,5538.0,62.1,0.428,4723.0,0.365,0.053,18.9,samples tested,1000000.0,39712.0,18182.0,0.69,125.0,69.44,219161.0,212.84099999999998,18.7,2.886,2.162,3052.7140000000004,32.3,270.113,2.42,16.7,38.1,41.34,2.9,70.39,0.589
661,12990,CRI,North America,Costa Rica,2021-01-18,186016.0,1829.0,850.7139999999999,2458.0,42.0,15.0,36515.869,359.042,166.99900000000002,482.51800000000003,8.245,2.945,1.15,899.0,23.82,4848.0,128.451,2838.847,244.947,909.5239999999999,78.477,242306.0,3092.0,47.566,0.607,2589.0,0.508,0.294,3.4,people tested,24859.0,8786.0,2158.0,0.49,424.0,63.89,5094114.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.97299999999998,8.78,6.4,17.4,83.84100000000001,1.13,80.28,0.794
662,41867,PAK,Asia,Pakistan,2021-01-18,523011.0,1800.0,2330.0,11055.0,58.0,48.286,2367.719,8.149,10.548,50.047,0.263,0.21899999999999997,0.97,711.0,41.494,143.0,26.378,19.332,3.5660000000000003,106.833,19.706,7405571.0,37949.0,33.525999999999996,0.172,40433.0,0.183,0.057999999999999996,17.4,tests performed,29548.0,1499.0,1271.0,0.58,249.0,64.35,220892331.0,255.57299999999998,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
663,8156,BRN,Asia,Brunei,2021-01-18,174.0,0.0,0.14300000000000002,3.0,0.0,0.0,397.73,0.0,0.327,6.857,0.0,0.0,0.07,371.0,32.010999999999996,1955.0,168.685,2838.847,244.947,909.5239999999999,78.477,6421441.0,2440.0,30.21,0.7440000000000001,74492.0,0.35,0.154,6.5,tests performed,193699.0,57180.0,32283.0,0.09,152.0,35.19,437483.0,81.347,32.4,4.591,2.3819999999999997,71809.25099999999,3.4,201.285,12.79,2.0,30.9,97.164,2.7,75.86,0.853
664,12668,COG,Africa,Congo,2021-01-18,7709.0,0.0,83.14299999999999,114.0,0.0,0.857,1397.0410000000002,0.0,15.067,20.659000000000002,0.0,0.155,0.58,899.0,23.82,4848.0,128.451,2838.847,244.947,909.5239999999999,78.477,6743750.0,45641.0,132.535,0.897,42402.0,0.833,0.294,3.4,tests performed,15000000.0,8786.0,714286.0,1.04,496.0,43.52,5518092.0,15.405,19.0,3.4019999999999997,2.063,4881.406,37.0,344.094,7.2,1.7,52.3,47.964,2.2,64.57,0.606
665,42190,PSE,Asia,Palestine,2021-01-18,152555.0,524.0,626.286,1726.0,8.0,16.0,29904.442000000003,102.71700000000001,122.76700000000001,338.337,1.568,3.136,0.78,711.0,41.494,143.0,26.378,19.332,3.5660000000000003,106.833,19.706,7481688.0,4013.0,33.87,0.787,4027.0,0.789,0.18,5.6,tests performed,29548.0,1499.0,1271.0,0.58,249.0,78.7,5101416.0,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,2.8,36.7,59.607,0.6,74.05,0.6859999999999999
666,47746,SAU,Asia,Saudi Arabia,2021-01-18,365099.0,170.0,164.28599999999997,6329.0,6.0,4.857,10487.171999999999,4.883,4.718999999999999,181.795,0.172,0.14,0.83,1065.0,55.36,3770.0,369.727,19.332,3.5660000000000003,5310.204000000001,276.031,11770347.0,56351.0,338.094,1.619,47597.0,1.367,0.003,289.7,tests performed,295530.0,37862.0,18187.0,0.85,522.0,52.78,34813867.0,15.322000000000001,31.9,3.295,1.845,49045.41099999999,32.3,259.538,17.72,1.8,25.4,41.34,2.7,75.13,0.853
667,55495,TLS,Asia,Timor,2021-01-18,52.0,0.0,0.429,71.0,0.0,0.0,39.44,0.0,0.325,1.0170000000000001,0.0,0.0,1.34,372.0,36.834,2844.0,281.605,172.761,17.105999999999998,1832.854,39.201,1625271.0,7229.0,23.285,0.10400000000000001,14759.0,0.21100000000000002,0.013000000000000001,76.0,tests performed,110000.0,77364.0,7143.0,1.27,825.0,49.07,1318442.0,87.176,18.0,3.556,1.8969999999999998,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.625
668,13639,HRV,Europe,Croatia,2021-01-18,225128.0,174.0,700.7139999999999,4655.0,39.0,36.0,54838.807,42.385,170.687,1133.9089999999999,9.5,8.769,0.81,899.0,23.82,2131.0,519.089,2838.847,244.947,1211.565,295.124,1120894.0,2369.0,273.038,0.5770000000000001,5711.0,1.391,0.12300000000000001,8.2,people tested,45906.0,4374.0,2747.0,1.12,669.0,50.93,4105268.0,73.726,44.0,19.724,13.052999999999999,22669.797000000002,0.7,253.782,5.59,34.3,39.9,19.351,5.54,78.49,0.831
669,1614,AGO,Africa,Angola,2021-01-18,18926.0,51.0,96.0,439.0,3.0,2.714,575.849,1.5519999999999998,2.9210000000000003,13.357000000000001,0.091,0.083,1.02,,,,,,,,,134259.0,,1737.6429999999998,,515.0,6.665,0.138,7.3,people tested,,,,,,65.74,32866268.0,23.89,16.8,2.405,1.3619999999999999,5819.495,0.5,276.045,3.94,29.0,37.8,26.664,1.9,61.15,0.581
670,26807,IRL,Europe,Ireland,2021-01-18,174843.0,2117.0,3186.2859999999996,2616.0,8.0,37.714,35409.117999999995,428.73400000000004,645.285,529.7909999999999,1.62,7.638,2.12,128.0,25.921999999999997,1426.0,288.793,29.198,5.912999999999999,695.7280000000001,140.898,2810649.0,18191.0,569.211,3.6839999999999997,22857.0,4.629,0.139,7.2,tests performed,94000.0,237050.0,7267.0,1.9,1472.0,85.19,4937796.0,69.874,38.7,13.927999999999999,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,94.57600000000001,2.96,82.3,0.938
671,49382,SGP,Asia,Singapore,2021-01-18,59127.0,14.0,28.285999999999998,29.0,0.0,0.0,10106.587,2.3930000000000002,4.835,4.957,0.0,0.0,1.26,1065.0,55.36,3770.0,369.727,19.332,3.5660000000000003,5310.204000000001,276.031,6061147.0,10534.0,1036.0330000000001,1.548,31995.0,5.468999999999999,0.001,1131.1,samples tested,6200.0,2800.0,2800.0,0.11,479.0,50.0,5850343.0,7915.731,42.4,12.922,7.0489999999999995,85535.383,52.2,92.243,10.99,5.2,28.3,19.275,2.4,83.62,0.932
672,39591,NZL,Oceania,New Zealand,2021-01-18,2262.0,0.0,5.7139999999999995,25.0,0.0,0.0,469.077,0.0,1.185,5.184,0.0,0.0,0.47,711.0,41.494,1850.0,107.96700000000001,278.605,16.26,1552.654,90.61399999999999,1465758.0,1868.0,303.95799999999997,0.387,3514.0,0.7290000000000001,0.002,615.0,tests performed,100000.0,2000.0,7571.0,0.58,442.0,22.22,4822233.0,18.206,37.9,15.322000000000001,9.72,36085.843,15.0,128.797,8.08,14.8,17.2,47.782,2.61,82.29,0.917
673,39900,NIC,North America,Nicaragua,2021-01-18,6152.0,0.0,7.857,167.0,0.0,0.14300000000000002,928.666,0.0,1.186,25.209,0.0,0.022000000000000002,0.32,711.0,41.494,1850.0,107.96700000000001,278.605,16.26,1552.654,90.61399999999999,1472326.0,1868.0,305.32,0.387,3447.0,0.715,0.002,624.7,tests performed,100000.0,2000.0,7571.0,0.58,442.0,8.33,6624554.0,51.667,27.3,5.445,3.5189999999999997,5321.444,3.2,137.016,11.47,14.8,17.2,47.782,0.9,74.48,0.6579999999999999
674,14274,CYP,Europe,Cyprus,2021-01-18,29130.0,162.0,213.143,175.0,5.0,3.1430000000000002,33257.259,184.953,243.342,199.795,5.707999999999999,3.588,1.15,31.0,35.391999999999996,187.0,213.495,15.0,17.125,120.0,137.002,1232973.0,9384.0,1407.6660000000002,10.714,10353.0,11.82,0.021,48.6,tests performed,10226.0,4374.0,751.0,1.17,857.0,84.26,875899.0,127.65700000000001,37.3,13.415999999999999,8.562999999999999,32415.132,0.7,141.171,9.24,19.6,52.7,85.198,3.4,80.98,0.8690000000000001
675,648,ALB,Europe,Albania,2021-01-18,67982.0,292.0,573.0,1281.0,4.0,4.857,23622.906000000003,101.46600000000001,199.11,445.13199999999995,1.39,1.6880000000000002,1.18,,,,,,,,,,,,,,,,,,,,,,,63.89,2877800.0,104.87100000000001,38.0,13.187999999999999,8.642999999999999,11803.431,1.1,304.195,10.08,7.1,51.2,37.746,2.89,78.57,0.785
676,7207,BIH,Europe,Bosnia and Herzegovina,2021-01-18,118083.0,1072.0,350.0,4486.0,75.0,22.285999999999998,35991.972,326.748,106.681,1367.3429999999998,22.86,6.792999999999999,1.01,371.0,32.010999999999996,1955.0,168.685,2838.847,244.947,909.5239999999999,78.477,514380.0,2440.0,156.784,0.7440000000000001,2494.0,0.76,0.154,6.5,tests performed,141758.0,15430.0,11419.0,1.22,985.0,42.59,3280815.0,68.49600000000001,42.5,16.569000000000003,10.710999999999999,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.768
677,29485,OWID_KOS,Europe,Kosovo,2021-01-18,55851.0,0.0,267.0,1410.0,0.0,3.8569999999999998,28896.807999999997,0.0,138.143,729.5210000000001,0.0,1.996,1.03,2615.0,43.25,26042.0,430.718,29.198,5.912999999999999,3948.68,65.309,1125679.0,7137.0,20.935,0.133,4992.0,0.09300000000000001,0.026000000000000002,39.1,samples tested,1282184.0,20996.0,41012.0,2.12,678.0,75.0,1932774.0,168.155,20.0,2.6860000000000004,1.528,9795.834,0.6,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
678,48406,SRB,Europe,Serbia,2021-01-18,374111.0,1578.0,1761.286,3771.0,21.0,23.0,54979.164000000004,231.90200000000002,258.83799999999997,554.184,3.0860000000000003,3.38,0.77,1065.0,55.36,3770.0,369.727,19.332,3.5660000000000003,5310.204000000001,276.031,2485591.0,9040.0,365.281,1.329,10681.0,1.57,0.165,6.1,people tested,18136.0,37862.0,3468.0,0.27,510.0,56.48,6804596.0,80.291,41.2,17.366,1.796,14048.881000000001,38.0,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.787
679,49017,SLE,Africa,Sierra Leone,2021-01-18,3014.0,8.0,24.0,77.0,0.0,0.0,377.837,1.003,3.009,9.652999999999999,0.0,0.0,1.26,1065.0,55.36,3770.0,369.727,19.332,3.5660000000000003,5310.204000000001,276.031,2496125.0,10534.0,366.829,1.548,10283.0,1.511,0.165,6.1,people tested,13163.0,2187.0,1595.0,13.39,16219.0,37.04,7976985.0,104.7,19.1,2.5380000000000003,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,3.6,54.7,0.419
680,13955,CUB,North America,Cuba,2021-01-18,18443.0,292.0,490.85699999999997,173.0,3.0,2.8569999999999998,1628.289,25.78,43.336999999999996,15.274000000000001,0.265,0.252,1.42,899.0,23.82,2131.0,519.089,2838.847,244.947,1211.565,295.124,1713810.0,12676.0,151.308,1.119,13377.0,1.181,0.037000000000000005,27.3,tests performed,54304.0,4374.0,2984.0,1.32,727.0,83.33,11326616.0,110.40799999999999,43.1,14.738,9.719,22669.797000000002,0.7,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.777
681,21183,DEU,Europe,Germany,2021-01-18,2059382.0,9253.0,16895.143,47263.0,362.0,780.571,24579.673,110.439,201.65099999999998,564.106,4.321000000000001,9.316,1.14,5300.0,63.258,24526.0,375.74199999999996,1325.674,20.31,2324.214,27.741,36228480.0,196431.0,432.404,3.009,172931.0,2.064,0.128,7.8,tests performed,1227580.0,64860.0,74762.0,1.47,892.0,85.19,83783945.0,237.016,46.6,21.453000000000003,15.957,45229.245,4.2,156.139,8.31,28.2,33.1,7.876,8.0,81.33,0.9359999999999999
682,57766,ARE,Asia,United Arab Emirates,2021-01-18,256732.0,3471.0,3392.857,751.0,6.0,5.7139999999999995,25957.696,350.94599999999997,343.045,75.932,0.607,0.578,1.39,372.0,36.834,2844.0,281.605,172.761,17.105999999999998,1832.854,39.201,23543793.0,142388.0,2380.469,14.397,142839.0,14.442,0.024,42.1,tests performed,1971521.0,88743.0,114896.0,19.93,11617.0,45.37,9890400.0,112.44200000000001,34.0,1.1440000000000001,0.526,67293.483,0.1,317.84,17.26,1.2,37.4,21.221999999999998,1.2,77.97,0.863
683,28209,JPN,Asia,Japan,2021-01-18,335605.0,4890.0,5979.857,4366.0,61.0,66.857,2653.498,38.663000000000004,47.28,34.52,0.48200000000000004,0.529,1.58,2615.0,43.25,26042.0,430.718,29.198,5.912999999999999,3948.68,65.309,5493214.0,80773.0,43.433,0.639,68735.0,0.5429999999999999,0.087,11.5,people tested,1282184.0,20996.0,41012.0,2.12,678.0,53.24,126476458.0,347.778,48.2,27.049,18.493,39002.223,2.0,79.37,5.72,11.2,33.7,66.425,13.05,84.63,0.909
684,25808,IDN,Asia,International,2021-01-18,721.0,0.0,0.0,15.0,0.0,0.0,3479.228,42.786,42.854,99.454,1.265,1.022,1.15,0.0,0.0,20.0,58.608000000000004,103.991,9.977,2.8680000000000003,8.404,5675028.0,43748.0,20.748,0.16,48838.0,0.179,0.23800000000000002,4.2,people tested,1043534.0,237050.0,173922.0,0.08,126.0,64.35,273523621.0,145.725,29.3,5.319,3.053,11188.743999999999,5.7,342.86400000000003,6.32,2.8,76.1,64.204,1.04,71.72,0.6940000000000001
685,48720,SYC,Africa,Seychelles,2021-01-18,746.0,41.0,23.285999999999998,2.0,0.0,0.14300000000000002,7585.9259999999995,416.921,236.78799999999998,20.338,0.0,1.453,0.34,1065.0,55.36,3770.0,369.727,19.332,3.5660000000000003,5310.204000000001,276.031,2496125.0,10534.0,366.829,1.548,10283.0,1.511,0.165,6.1,people tested,7000.0,3000.0,1236.0,7.12,12569.0,54.63,98340.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,97.719,3.6,73.4,0.797
686,40208,NER,Africa,Niger,2021-01-18,4204.0,48.0,40.0,145.0,5.0,2.4290000000000003,173.671,1.983,1.652,5.99,0.207,0.1,1.18,711.0,41.494,1850.0,107.96700000000001,278.605,16.26,1552.654,90.61399999999999,1472326.0,1868.0,305.32,0.387,3447.0,0.715,0.002,624.7,tests performed,100000.0,2000.0,7571.0,0.58,442.0,31.48,24206636.0,16.955,15.1,2.553,1.3780000000000001,926.0,44.5,238.33900000000003,2.42,0.1,15.4,8.978,0.3,62.42,0.354
687,22138,GRD,North America,Grenada,2021-01-18,139.0,0.0,1.0,1.0,0.0,0.0,1235.347,0.0,8.887,8.887,0.0,0.0,0.89,5300.0,63.258,24526.0,375.74199999999996,103.991,9.977,2324.214,27.741,2977596.0,10932.0,285.67400000000004,1.0490000000000002,9700.0,0.9309999999999999,0.051,19.7,samples tested,123347.0,16012.0,7522.0,1.18,722.0,80.56,112519.0,317.132,29.4,7.303999999999999,5.021,13593.877,1.5,243.96400000000003,10.71,35.3,52.0,41.047,3.7,72.4,0.772
688,60557,OWID_WRL,Asia,World,2021-01-18,95559647.0,514013.0,665525.714,2040107.0,9276.0,13582.0,12259.412,65.943,85.381,261.72700000000003,1.19,1.742,1.16,23891.0,72.178,128947.0,389.565,1273.0,3.846,33902.0,102.42200000000001,1469955.0,3009.0,15.100999999999999,0.031,2394.0,0.025,0.001,698.2,samples tested,41964172.0,1021093.0,913912.0,0.54,2761.0,56.48,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.6940000000000001
689,42509,PAN,North America,Panama,2021-01-18,299361.0,1342.0,2572.571,4828.0,41.0,46.857,69380.555,311.025,596.225,1118.948,9.502,10.86,1.16,711.0,41.494,143.0,26.378,19.332,3.5660000000000003,106.833,19.706,1533505.0,7703.0,355.408,1.785,13326.0,3.088,0.193,5.2,tests performed,29548.0,1499.0,1271.0,0.58,249.0,70.37,4314768.0,55.133,29.7,7.917999999999999,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,59.607,2.3,78.51,0.789
690,26146,IRN,Asia,Iran,2021-01-18,1336217.0,5806.0,6229.0,56886.0,83.0,89.14299999999999,15908.68,69.125,74.161,677.2710000000001,0.988,1.061,1.0,0.0,0.0,20.0,58.608000000000004,103.991,9.977,2.8680000000000003,8.404,8580126.0,52819.0,102.15299999999999,0.629,53164.0,0.633,0.11699999999999999,8.5,tests performed,1043534.0,237050.0,173922.0,0.08,126.0,72.69,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,64.204,1.5,76.68,0.7979999999999999
691,24037,HND,North America,Honduras,2021-01-18,134938.0,827.0,891.0,3368.0,14.0,11.857000000000001,13623.76,83.49600000000001,89.958,340.04400000000004,1.413,1.197,1.07,5300.0,63.258,24526.0,375.74199999999996,103.991,9.977,2324.214,27.741,697640.0,5879.0,38.94,0.32799999999999996,4760.0,0.266,0.165,6.1,people tested,123347.0,16012.0,7522.0,1.18,722.0,81.48,9904608.0,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,23.1,84.169,0.7,75.27,0.617
692,44142,POL,Europe,Poland,2021-01-18,1438914.0,3332.0,6932.714,33407.0,52.0,306.143,38019.632000000005,88.04,183.179,882.695,1.374,8.089,1.08,711.0,41.494,16727.0,441.968,19.332,3.5660000000000003,106.833,19.706,7817822.0,24844.0,206.56599999999997,0.6559999999999999,60349.0,1.595,0.115,8.7,people tested,495164.0,25698.0,33904.0,1.31,896.0,71.3,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,3.5,227.331,5.91,23.3,33.1,78.46300000000001,6.62,78.73,0.865
693,9452,KHM,Asia,Cambodia,2021-01-18,441.0,2.0,7.0,2.0,0.0,0.0,26.377,0.12,0.419,0.168,0.0,0.0,0.57,380.0,54.688,4205.0,605.1709999999999,2838.847,244.947,909.5239999999999,78.477,1285526.0,7920.0,185.00900000000001,1.14,6507.0,0.9359999999999999,0.064,15.5,tests performed,25251.0,1124.0,1081.0,0.36,156.0,50.93,16718971.0,90.67200000000001,25.6,4.412,2.385,3645.07,71.7,270.892,4.0,2.0,33.7,66.229,0.8,69.82,0.5820000000000001
694,46106,KNA,North America,Saint Kitts and Nevis,2021-01-18,35.0,1.0,0.14300000000000002,162.0,9.0,0.0,657.9939999999999,18.8,2.6860000000000004,12.508,0.695,0.0,1.21,1065.0,55.36,3770.0,369.727,19.332,3.5660000000000003,5310.204000000001,276.031,804337.0,5538.0,62.1,0.428,4723.0,0.365,0.053,18.9,samples tested,1000000.0,39712.0,18182.0,0.69,125.0,35.19,53192.0,212.865,20.3,2.9739999999999998,1.642,24654.385,56.0,191.375,12.84,4.7,21.0,4.617,2.3,76.23,0.778
695,10757,CAF,Africa,Central African Republic,2021-01-18,4973.0,0.0,0.0,63.0,0.0,0.0,1029.657,0.0,0.0,13.044,0.0,0.0,0.21,899.0,23.82,4848.0,128.451,2838.847,244.947,909.5239999999999,78.477,16710272.0,729.0,442.74800000000005,1.311,324.0,0.583,0.11699999999999999,8.6,tests performed,738864.0,42622.0,39910.0,1.96,1057.0,16.67,4829764.0,7.479,18.3,3.655,2.251,661.24,0.5,435.727,6.1,2.1,16.5,16.602999999999998,1.0,53.28,0.36700000000000005
696,21497,GHA,Africa,Ghana,2021-01-18,58065.0,351.0,262.143,352.0,6.0,2.0,1868.6670000000001,11.296,8.436,11.328,0.193,0.064,1.11,5300.0,63.258,24526.0,375.74199999999996,1325.674,20.31,2324.214,27.741,713408.0,3650.0,22.959,0.11699999999999999,3072.0,0.099,0.071,14.1,samples tested,1401693.0,96941.0,74815.0,1.67,893.0,38.89,31072945.0,126.719,21.1,3.385,1.9480000000000002,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.5920000000000001
697,44473,PRT,Europe,Portugal,2021-01-18,556503.0,6702.0,9601.429,9028.0,167.0,157.571,54576.737,657.2710000000001,941.6210000000001,885.3839999999999,16.378,15.453,1.52,558.0,54.724,3770.0,369.727,19.332,3.5660000000000003,455.431,44.665,6246606.0,56359.0,612.61,5.527,48699.0,4.776,0.177,5.6,tests performed,106000.0,10149.0,5143.0,1.04,504.0,64.81,10196707.0,112.37100000000001,46.2,21.502,14.924000000000001,27936.896,0.5,127.84200000000001,9.85,16.3,30.0,78.46300000000001,3.39,82.05,0.847
698,26479,IRQ,Asia,Iraq,2021-01-18,609029.0,797.0,755.7139999999999,12953.0,9.0,6.7139999999999995,15141.499,19.815,18.788,322.034,0.22399999999999998,0.16699999999999998,0.82,0.0,0.0,20.0,58.608000000000004,103.991,9.977,2.8680000000000003,8.404,5119479.0,36483.0,127.279,0.907,36760.0,0.914,0.021,48.6,samples tested,1043534.0,237050.0,173922.0,0.08,126.0,53.7,40222503.0,88.125,20.0,3.1860000000000004,1.9569999999999999,15663.986,2.5,218.612,8.83,0.8,21.1,94.57600000000001,1.4,70.6,0.685
699,45803,RWA,Africa,Rwanda,2021-01-18,11259.0,227.0,210.71400000000003,146.0,4.0,3.1430000000000002,869.273,17.526,16.269000000000002,11.272,0.309,0.243,1.21,1065.0,55.36,3770.0,369.727,19.332,3.5660000000000003,5310.204000000001,276.031,785049.0,5538.0,60.611000000000004,0.428,3892.0,0.3,0.054000000000000006,18.5,samples tested,1000000.0,39712.0,18182.0,0.69,125.0,35.19,12952209.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,8.05,69.02,0.524
700,11066,TCD,Africa,Chad,2021-01-18,2919.0,24.0,47.143,113.0,2.0,0.857,177.708,1.4609999999999999,2.87,6.879,0.122,0.052000000000000005,1.33,899.0,23.82,4848.0,128.451,2838.847,244.947,909.5239999999999,78.477,16710272.0,729.0,442.74800000000005,1.311,324.0,0.583,0.11699999999999999,8.6,tests performed,738864.0,42622.0,39910.0,1.96,1057.0,68.98,16425859.0,11.833,16.7,2.4859999999999998,1.446,1768.1529999999998,38.4,280.995,6.1,2.1,16.5,5.818,1.0,54.24,0.40399999999999997
701,44801,QAT,Asia,Qatar,2021-01-18,147504.0,227.0,205.143,248.0,2.0,0.28600000000000003,51197.823,78.79,71.204,86.079,0.6940000000000001,0.099,1.05,558.0,54.724,3770.0,369.727,19.332,3.5660000000000003,455.431,44.665,1323172.0,5203.0,459.26599999999996,1.806,4548.0,1.579,0.045,22.2,people tested,106000.0,10149.0,5143.0,1.04,504.0,56.48,2881060.0,227.322,31.9,1.307,0.617,116935.6,0.5,176.69,16.52,0.8,26.9,78.46300000000001,1.2,80.23,0.856
702,10444,CPV,Africa,Cape Verde,2021-01-18,13046.0,53.0,87.571,120.0,1.0,0.7140000000000001,23464.535,95.32600000000001,157.506,215.832,1.7990000000000002,1.285,1.06,899.0,23.82,4848.0,128.451,2838.847,244.947,909.5239999999999,78.477,16710272.0,729.0,442.74800000000005,1.311,324.0,0.583,0.11699999999999999,8.6,tests performed,738864.0,42622.0,39910.0,1.96,1057.0,64.81,555988.0,135.58,25.7,4.46,3.437,6222.554,0.5,182.21900000000002,2.42,2.1,16.5,2.735,2.1,72.98,0.654
703,9774,CMR,Africa,Cameroon,2021-01-18,28010.0,0.0,166.0,455.0,0.0,1.0,1055.155,0.0,6.252999999999999,17.14,0.0,0.038,0.95,380.0,54.688,4205.0,605.1709999999999,2838.847,244.947,909.5239999999999,78.477,1285526.0,7920.0,185.00900000000001,1.14,6507.0,0.9359999999999999,0.064,15.5,tests performed,25251.0,1124.0,1081.0,0.36,156.0,35.19,26545864.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.66099999999997,7.2,2.0,33.7,2.735,1.3,59.29,0.556
704,45489,RUS,Europe,Russia,2021-01-18,3552888.0,22509.0,23307.857000000004,65059.0,458.0,524.286,24345.778,154.24,159.715,445.81,3.138,3.593,0.92,1065.0,55.36,3770.0,369.727,19.332,3.5660000000000003,5310.204000000001,276.031,97321075.0,257909.0,666.882,1.767,433015.0,2.967,0.054000000000000006,18.6,tests performed,1000000.0,39712.0,18182.0,0.69,125.0,50.46,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,78.46300000000001,8.05,72.58,0.816
705,55819,TGO,Africa,Togo,2021-01-18,4324.0,22.0,49.428999999999995,74.0,1.0,0.14300000000000002,522.302,2.657,5.971,8.939,0.121,0.017,1.06,372.0,36.834,2844.0,281.605,172.761,17.105999999999998,1832.854,39.201,195640.0,486.0,23.631999999999998,0.059000000000000004,941.0,0.114,0.053,19.0,tests performed,110000.0,77364.0,7143.0,1.27,825.0,68.52,8278737.0,143.366,19.4,2.839,1.525,1429.8129999999999,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.503
