index,index,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
333,61152,ZMB,Africa,Zambia,2021-01-16,36074.0,1796.0,1358.1429999999998,537.0,10.0,10.429,1962.254,97.694,73.877,29.21,0.544,0.5670000000000001,1.51,23891.0,72.178,128947.0,389.565,1273.0,3.846,33902.0,102.42200000000001,758819.0,9577.0,41.276,0.521,10329.0,0.562,0.131,7.6,tests performed,56581530.0,1021093.0,913912.0,0.73,2761.0,49.07,18383956.0,22.995,17.7,2.48,1.5419999999999998,3689.2509999999997,57.5,234.49900000000002,3.94,3.1,24.7,13.937999999999999,2.0,63.89,0.588
334,9450,KHM,Asia,Cambodia,2021-01-16,439.0,3.0,6.857,2.0,0.0,0.0,26.258000000000003,0.179,0.41,0.168,0.0,0.0,0.57,380.0,54.688,4205.0,605.1709999999999,2838.847,244.947,909.5239999999999,78.477,1285526.0,7920.0,185.00900000000001,1.14,6507.0,0.9359999999999999,0.064,15.5,tests performed,25251.0,1124.0,1081.0,0.36,156.0,50.93,16718971.0,90.67200000000001,25.6,4.412,2.385,3645.07,71.7,270.892,4.0,2.0,33.7,66.229,0.8,69.82,0.5820000000000001
335,30430,LAO,Asia,Laos,2021-01-16,41.0,0.0,0.0,1394.0,2.0,0.0,5.635,0.0,0.0,213.666,0.307,0.0,0.84,2615.0,43.25,26042.0,430.718,29.198,5.912999999999999,3948.68,65.309,1415197.0,8845.0,331.384,2.0709999999999997,9620.0,2.253,0.052000000000000005,19.3,tests performed,2500.0,20996.0,41012.0,0.06,678.0,29.63,7275556.0,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.601
336,43136,PRY,South America,Paraguay,2021-01-16,121648.0,859.0,946.0,2495.0,16.0,15.429,17055.379,120.434,132.632,349.806,2.2430000000000003,2.1630000000000003,1.12,711.0,41.494,143.0,26.378,19.332,3.5660000000000003,106.833,19.706,604813.0,3402.0,84.796,0.47700000000000004,3026.0,0.424,0.313,3.2,tests performed,29548.0,1499.0,1271.0,0.58,249.0,55.56,7132530.0,17.144000000000002,26.5,6.377999999999999,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.7020000000000001
337,5273,BLR,Europe,Belarus,2021-01-16,223537.0,1933.0,1881.286,1573.0,9.0,9.429,23656.409,204.565,199.092,166.467,0.9520000000000001,0.998,0.98,372.0,41.303999999999995,1874.0,208.074,,,,,3091238.0,7315.0,327.139,0.774,26689.0,2.824,0.054000000000000006,18.6,tests performed,144130.0,534.0,6110.0,8.47,3591.0,27.78,9449321.0,46.858000000000004,40.3,14.799000000000001,9.788,17167.967,14.8,443.129,5.18,10.5,46.1,88.469,11.0,74.79,0.8079999999999999
338,28532,JOR,Asia,Jordan,2021-01-16,313557.0,706.0,1085.4289999999999,4137.0,16.0,18.285999999999998,30731.422000000002,69.194,106.382,405.463,1.568,1.7919999999999998,0.82,2615.0,43.25,26042.0,430.718,29.198,5.912999999999999,3948.68,65.309,3552411.0,17738.0,348.168,1.7380000000000002,23615.0,2.314,0.046,21.8,tests performed,1282184.0,20996.0,41012.0,2.12,678.0,81.48,10203140.0,109.285,23.2,3.81,2.3609999999999998,8337.49,0.1,208.257,11.75,11.2,33.7,66.425,1.4,74.53,0.735
339,12086,COL,South America,Colombia,2021-01-16,1891034.0,20855.0,17095.857,48256.0,388.0,353.14300000000003,37164.442,409.86300000000006,335.98400000000004,948.3739999999999,7.625,6.94,1.16,899.0,23.82,4848.0,128.451,2838.847,244.947,909.5239999999999,78.477,6615379.0,39233.0,130.012,0.7709999999999999,38657.0,0.76,0.3,3.3,tests performed,15000000.0,8786.0,714286.0,1.04,496.0,81.02,50882884.0,44.223,32.2,7.646,4.312,13254.948999999999,4.5,124.24,7.44,4.7,13.5,65.38600000000001,1.71,77.29,0.747
340,20178,GAB,Africa,Gabon,2021-01-16,9899.0,0.0,29.285999999999998,66.0,0.0,0.0,4447.534000000001,0.0,13.158,29.653000000000002,0.0,0.0,1.12,2620.0,40.139,24526.0,375.74199999999996,1325.674,20.31,8387.495,128.498,2666807.0,196431.0,481.311,3.009,280312.0,4.294,0.067,14.9,people tested,823567.0,130790.0,72193.0,1.21,1064.0,47.22,2225728.0,7.859,23.1,4.45,2.9760000000000004,16562.413,3.4,259.967,7.2,30.1,35.6,7.96,6.3,66.47,0.7020000000000001
341,20820,GEO,Asia,Georgia,2021-01-16,247025.0,1236.0,1277.0,2916.0,23.0,23.714000000000002,61923.831,309.839,320.116,730.9780000000001,5.766,5.945,0.8,2620.0,40.139,24526.0,375.74199999999996,1325.674,20.31,8387.495,128.498,2666807.0,196431.0,481.311,3.009,280312.0,4.294,0.067,14.9,people tested,823567.0,130790.0,72193.0,1.21,1064.0,84.26,3989175.0,65.032,38.7,14.864,10.244000000000002,9745.079,4.2,496.218,7.11,5.3,55.5,7.876,2.6,73.77,0.78
342,11764,CHN,Asia,China,2021-01-16,97775.0,159.0,155.0,4797.0,1.0,0.857,67.931,0.11,0.10800000000000001,3.333,0.001,0.001,0.97,899.0,23.82,4848.0,128.451,2838.847,244.947,909.5239999999999,78.477,160000000.0,41504.0,111.163,2.171,55134.0,2.884,0.077,13.0,tests performed,10000000.0,8786.0,448980.0,0.69,312.0,78.24,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,5.818,4.34,76.91,0.752
343,8792,BFA,Africa,Burkina Faso,2021-01-16,9000.0,118.0,162.0,101.0,4.0,1.714,430.55400000000003,5.645,7.75,4.832,0.191,0.08199999999999999,1.12,380.0,54.688,4205.0,605.1709999999999,2838.847,244.947,909.5239999999999,78.477,1285526.0,7920.0,185.00900000000001,1.14,6507.0,0.9359999999999999,0.064,15.5,tests performed,25251.0,1124.0,1081.0,0.36,156.0,19.44,20903278.0,70.15100000000001,17.6,2.4090000000000003,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.423
344,27167,ISR,Asia,Israel,2021-01-16,543499.0,8450.0,8295.0,3959.0,49.0,44.857,62792.030999999995,976.253,958.346,457.395,5.6610000000000005,5.182,1.31,128.0,25.921999999999997,1426.0,288.793,29.198,5.912999999999999,695.7280000000001,140.898,9773802.0,122303.0,1129.1960000000001,14.13,111586.0,12.892000000000001,0.07200000000000001,13.8,tests performed,2310838.0,54595.0,69957.0,26.7,8082.0,85.19,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,94.57600000000001,2.99,82.97,0.903
345,44140,POL,Europe,Poland,2021-01-16,1429612.0,7292.0,7603.286,33213.0,369.0,314.57099999999997,37773.851,192.672,200.89700000000002,877.569,9.75,8.312000000000001,1.08,711.0,41.494,16727.0,441.968,19.332,3.5660000000000003,106.833,19.706,7738223.0,68554.0,204.463,1.811,57401.0,1.517,0.132,7.5,people tested,457303.0,20340.0,36754.0,1.21,971.0,75.0,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,3.5,227.331,5.91,23.3,33.1,78.46300000000001,6.62,78.73,0.865
346,3663,AZE,Asia,Azerbaijan,2021-01-16,226951.0,402.0,414.42900000000003,2998.0,15.0,15.429,22383.577,39.648,40.874,295.685,1.479,1.5219999999999998,0.55,372.0,41.303999999999995,1874.0,208.074,,,,,7878732.0,180970.0,874.793,20.093,144756.0,16.073,0.012,80.5,tests performed,166956.0,4991.0,11797.0,1.85,1310.0,89.81,10139175.0,119.309,32.4,6.018,3.8710000000000004,15847.419,0.7,559.812,7.11,0.3,42.5,83.241,4.7,73.0,0.757
347,2314,ARG,South America,Argentina,2021-01-16,1791979.0,8932.0,11081.428999999998,45295.0,68.0,125.429,39649.257000000005,197.62900000000002,245.187,1002.195,1.505,2.775,1.24,,,,,,,,,4697269.0,38141.0,103.932,0.8440000000000001,36311.0,0.8029999999999999,0.318,3.1,people tested,200759.0,,12971.0,0.44,287.0,79.17,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,26.664,5.0,76.67,0.825
348,27524,ITA,Europe,Italy,2021-01-16,2368733.0,16310.0,15838.143,81800.0,475.0,486.57099999999997,39177.33,269.757,261.953,1352.92,7.856,8.048,1.11,2615.0,43.25,26042.0,430.718,29.198,5.912999999999999,3948.68,65.309,28995614.0,261404.0,479.569,4.323,177711.0,2.9389999999999996,0.08900000000000001,11.2,tests performed,1139900.0,58951.0,76853.0,1.89,1271.0,78.7,60461828.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.15100000000001,4.78,19.8,27.8,94.57600000000001,3.18,83.51,0.88
349,56131,TTO,North America,Trinidad and Tobago,2021-01-16,7370.0,27.0,18.0,131.0,1.0,0.429,5266.2,19.293,12.862,93.605,0.715,0.306,0.86,372.0,36.834,2844.0,281.605,172.761,17.105999999999998,1832.854,39.201,77299.0,80.0,55.233999999999995,0.057,359.0,0.257,0.05,19.9,people tested,110000.0,77364.0,7143.0,1.27,825.0,68.52,1399491.0,266.88599999999997,36.2,10.014,5.819,28763.071,49.2,228.467,10.97,0.9,14.2,89.443,3.0,73.51,0.784
350,31352,LSO,Africa,Lesotho,2021-01-16,6371.0,0.0,166.857,93.0,0.0,1.286,2973.973,0.0,77.889,43.412,0.0,0.6,1.32,2615.0,43.25,1147.0,608.1,116.90700000000001,61.98,921.5039999999999,488.55,1067044.0,12732.0,565.71,6.75,10406.0,5.517,0.08199999999999999,12.2,tests performed,18680.0,276.0,773.0,0.99,410.0,81.48,2142252.0,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,2.9,54.33,0.52
351,19864,FRA,Europe,France,2021-01-16,2931686.0,290.0,15252.286,70093.0,3.0,337.0,44913.87,4.4430000000000005,233.667,1073.835,0.046,5.162999999999999,1.23,2620.0,40.139,24526.0,375.74199999999996,1325.674,20.31,8387.495,128.498,2666807.0,196431.0,481.311,3.009,280312.0,4.294,0.067,14.9,people tested,413046.0,24316.0,45435.0,0.61,670.0,63.89,65273512.0,122.57799999999999,42.0,19.718,13.079,38605.671,1.4,86.06,4.77,30.1,35.6,7.96,5.98,82.66,0.9009999999999999
352,43816,PHL,Asia,Philippines,2021-01-16,498691.0,2045.0,1842.0,9884.0,8.0,69.429,4550.8859999999995,18.662,16.809,90.198,0.073,0.634,1.03,711.0,41.494,143.0,26.378,19.332,3.5660000000000003,106.833,19.706,6900267.0,37800.0,62.97,0.345,34747.0,0.317,0.053,18.9,people tested,29548.0,1499.0,1271.0,0.58,249.0,63.43,109581085.0,351.87300000000005,25.2,4.803,2.661,7599.188,3.5,370.43699999999995,7.07,7.8,40.8,78.46300000000001,1.0,71.23,0.6990000000000001
353,50159,SLB,Oceania,Solomon Islands,2021-01-16,17.0,0.0,0.0,3284.0,27.0,0.0,24.75,0.0,0.0,1579.6570000000002,12.987,0.0,1.26,202.0,97.165,1192.0,573.371,113.89200000000001,54.784,743.294,357.536,759688.0,5384.0,365.42199999999997,2.59,4270.0,2.0540000000000003,0.23800000000000002,4.2,tests performed,47931.0,4062.0,2624.0,2.31,1262.0,33.33,686878.0,21.840999999999998,20.8,3.5069999999999997,2.043,2205.923,25.1,459.78,18.68,20.1,25.0,35.89,1.4,73.0,0.546
354,19141,FJI,Oceania,Fiji,2021-01-16,55.0,2.0,0.28600000000000003,2.0,0.0,0.0,61.354,2.231,0.319,2.231,0.0,0.0,0.98,43.0,32.415,418.0,315.106,31.04,23.399,277.35900000000004,209.085,23718.0,120.0,26.458000000000002,0.134,151.0,0.168,0.002,528.0,tests performed,21985.0,1507.0,1015.0,1.66,765.0,41.67,896444.0,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,7.96,2.3,67.44,0.741
355,16224,DOM,North America,Dominican Republic,2021-01-16,191339.0,2370.0,1527.8570000000002,2432.0,0.0,1.143,17638.338,218.475,140.844,224.19099999999997,0.0,0.105,1.05,138.0,23.825,875.0,151.065,1923.631,179.628,861.935,148.809,947423.0,8670.0,87.337,0.799,6234.0,0.575,0.245,4.1,samples tested,185777.0,3215.0,7797.0,3.21,1346.0,70.37,10847904.0,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.181999999999995,1.6,74.08,0.736
356,47127,SMR,Europe,San Marino,2021-01-16,2778.0,11.0,21.429000000000002,65.0,0.0,0.14300000000000002,81855.148,324.12,631.403,1915.257,0.0,4.209,1.16,1065.0,55.36,3770.0,369.727,19.332,3.5660000000000003,5310.204000000001,276.031,804337.0,5538.0,62.1,0.428,4723.0,0.365,0.053,18.9,samples tested,1000000.0,39712.0,18182.0,0.69,125.0,69.44,33938.0,556.6669999999999,22.0,5.606,3.5639999999999996,56861.47,56.0,348.977,5.64,16.7,38.1,87.20200000000001,3.8,84.97,0.713
357,31988,LBY,Africa,Libya,2021-01-16,108017.0,0.0,573.571,1651.0,0.0,11.857000000000001,15720.053999999998,0.0,83.47399999999999,240.275,0.0,1.726,0.99,2615.0,43.25,1147.0,608.1,116.90700000000001,61.98,921.5039999999999,488.55,1067044.0,5033.0,565.71,0.732,3669.0,0.534,0.248,4.0,samples tested,18680.0,276.0,773.0,0.99,410.0,80.56,6871287.0,3.623,29.0,4.4239999999999995,2.8160000000000003,17881.509,38.6,341.86199999999997,10.43,1.5,18.1,1.188,3.7,72.91,0.706
358,12353,COM,Africa,Comoros,2021-01-16,1577.0,108.0,61.0,41.0,3.0,3.286,1813.4879999999998,124.196,70.148,47.148,3.45,3.778,0.85,899.0,23.82,4848.0,128.451,2838.847,244.947,909.5239999999999,78.477,6743750.0,45641.0,132.535,0.897,42402.0,0.833,0.294,3.4,tests performed,15000000.0,8786.0,714286.0,1.04,496.0,81.02,869595.0,437.352,20.4,2.963,1.726,1413.89,18.1,261.51599999999996,11.88,4.4,23.6,15.574000000000002,2.2,64.32,0.503
359,3975,BHS,North America,Bahamas,2021-01-16,8032.0,11.0,9.0,175.0,0.0,0.0,20424.77,27.971999999999998,22.886,445.01199999999994,0.0,0.0,1.05,372.0,41.303999999999995,1874.0,208.074,,,,,7878732.0,180970.0,874.793,20.093,144756.0,16.073,0.012,80.5,tests performed,166956.0,4991.0,11797.0,1.85,1310.0,68.98,393248.0,39.497,34.3,8.996,5.2,27717.847,0.7,235.954,13.17,3.1,20.4,83.241,2.9,73.92,0.807
360,16894,EGY,Africa,Egypt,2021-01-16,155507.0,887.0,958.2860000000001,8527.0,54.0,55.0,1519.596,8.668,9.363999999999999,83.325,0.528,0.537,1.08,138.0,23.825,875.0,151.065,1923.631,179.628,861.935,148.809,766340.0,2612.0,43.43600000000001,0.14800000000000002,4817.0,0.273,0.24600000000000002,4.1,people tested,185777.0,3215.0,7797.0,3.21,1346.0,65.74,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6,71.99,0.696
361,46418,LCA,North America,Saint Lucia,2021-01-16,611.0,35.0,24.714000000000002,8.0,2.0,0.429,3327.361,190.602,134.588,43.566,10.892000000000001,2.334,0.88,1065.0,55.36,3770.0,369.727,19.332,3.5660000000000003,5310.204000000001,276.031,804337.0,5538.0,62.1,0.428,4723.0,0.365,0.053,18.9,samples tested,1000000.0,39712.0,18182.0,0.69,125.0,35.19,183629.0,293.187,34.9,9.721,6.405,12951.839,56.0,204.62,11.62,4.7,21.0,87.20200000000001,1.3,76.2,0.747
362,32975,LUX,Europe,Luxembourg,2021-01-16,48630.0,0.0,126.571,549.0,0.0,3.1430000000000002,77686.68400000001,0.0,202.199,877.03,0.0,5.021,0.9,23.0,36.743,92.0,146.97,109.118,40.083,649.8380000000001,238.71,1798959.0,6123.0,2873.847,9.782,7323.0,11.699000000000002,0.017,57.9,tests performed,3233.0,362.0,252.0,0.52,403.0,67.59,625976.0,231.447,39.7,14.312000000000001,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,1.188,4.51,82.25,0.904
363,46104,KNA,North America,Saint Kitts and Nevis,2021-01-16,34.0,0.0,0.0,162.0,9.0,0.0,639.194,0.0,0.0,12.508,0.695,0.0,1.21,1065.0,55.36,3770.0,369.727,19.332,3.5660000000000003,5310.204000000001,276.031,804337.0,5538.0,62.1,0.428,4723.0,0.365,0.053,18.9,samples tested,1000000.0,39712.0,18182.0,0.69,125.0,35.19,53192.0,212.865,20.3,2.9739999999999998,1.642,24654.385,56.0,191.375,12.84,4.7,21.0,4.617,2.3,76.23,0.778
364,24035,HND,North America,Honduras,2021-01-16,133507.0,1095.0,937.7139999999999,3348.0,4.0,12.0,13479.282,110.555,94.675,338.024,0.40399999999999997,1.212,1.07,5300.0,63.258,24526.0,375.74199999999996,103.991,9.977,2324.214,27.741,697640.0,5879.0,38.94,0.32799999999999996,4760.0,0.266,0.165,6.1,people tested,123347.0,16012.0,7522.0,1.18,722.0,81.48,9904608.0,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,23.1,84.169,0.7,75.27,0.617
365,29169,KEN,Africa,Kenya,2021-01-16,99082.0,223.0,128.286,1728.0,2.0,3.429,1842.656,4.147,2.386,32.135999999999996,0.037000000000000005,0.064,0.96,2615.0,43.25,26042.0,430.718,29.198,5.912999999999999,3948.68,65.309,1107121.0,7137.0,20.589000000000002,0.133,4395.0,0.08199999999999999,0.028999999999999998,34.3,samples tested,1282184.0,20996.0,41012.0,2.12,678.0,59.26,53771300.0,87.324,20.0,2.6860000000000004,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59
366,60189,VNM,Asia,Vietnam,2021-01-16,1537.0,1.0,3.429,35.0,0.0,0.0,15.79,0.01,0.035,0.36,0.0,0.0,1.03,23891.0,72.178,128947.0,389.565,1273.0,3.846,33902.0,102.42200000000001,1469955.0,3009.0,15.100999999999999,0.031,2394.0,0.025,0.001,698.2,samples tested,17546374.0,1021093.0,913912.0,5.3,2761.0,56.48,97338583.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.84700000000001,2.6,75.4,0.6940000000000001
367,59115,UZB,Asia,Uzbekistan,2021-01-16,77968.0,64.0,62.571000000000005,619.0,0.0,0.429,2329.545,1.912,1.87,18.495,0.0,0.013000000000000001,0.75,23891.0,72.178,128947.0,389.565,1273.0,3.846,33902.0,102.42200000000001,763950.0,6247.0,219.922,1.798,7065.0,2.0340000000000003,0.113,8.8,tests performed,17546374.0,1021093.0,913912.0,5.3,2761.0,44.44,33469199.0,76.134,28.2,4.468999999999999,2.873,6253.104,0.1,724.4169999999999,7.57,1.3,24.7,21.221999999999998,4.0,71.72,0.71
368,42507,PAN,North America,Panama,2021-01-16,296269.0,2677.0,2785.2859999999996,4738.0,49.0,47.428999999999995,68663.947,620.427,645.524,1098.089,11.356,10.992,1.16,711.0,41.494,143.0,26.378,19.332,3.5660000000000003,106.833,19.706,1516139.0,16130.0,351.384,3.738,13631.0,3.159,0.204,4.9,tests performed,29548.0,1499.0,1271.0,0.58,249.0,70.37,4314768.0,55.133,29.7,7.917999999999999,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,59.607,2.3,78.51,0.789
369,36665,MCO,Europe,Monaco,2021-01-16,1194.0,25.0,20.143,7.0,0.0,0.429,30425.033,637.04,513.2719999999999,178.37099999999998,0.0,10.921,1.54,23.0,36.743,92.0,146.97,6.2620000000000005,14.183,34.889,79.018,3768743.0,19282.0,29.23,0.15,23500.0,0.182,0.41700000000000004,2.4,people tested,552335.0,51305.0,31765.0,0.43,246.0,51.85,39244.0,19347.5,37.6,10.864,6.955,5189.972,0.2,408.50199999999995,5.46,5.9,44.6,86.979,13.8,86.75,0.7
370,8474,BGR,Europe,Bulgaria,2021-01-16,211736.0,233.0,475.714,8474.0,17.0,53.857,30472.429,33.533,68.46300000000001,1219.553,2.447,7.751,0.85,380.0,54.688,4205.0,605.1709999999999,2838.847,244.947,909.5239999999999,78.477,1263825.0,8849.0,181.886,1.274,6975.0,1.004,0.068,14.7,tests performed,18332.0,206.0,694.0,0.26,100.0,53.7,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.68800000000005,5.81,30.1,44.4,97.164,7.454,75.05,0.813
371,11064,TCD,Africa,Chad,2021-01-16,2855.0,48.0,49.286,111.0,0.0,0.5710000000000001,173.81099999999998,2.9219999999999997,3.0,6.757999999999999,0.0,0.035,1.33,899.0,23.82,4848.0,128.451,2838.847,244.947,909.5239999999999,78.477,16710272.0,729.0,442.74800000000005,1.311,324.0,0.583,0.11699999999999999,8.6,tests performed,738864.0,42622.0,39910.0,1.96,1057.0,68.98,16425859.0,11.833,16.7,2.4859999999999998,1.446,1768.1529999999998,38.4,280.995,6.1,2.1,16.5,5.818,1.0,54.24,0.40399999999999997
372,32642,LTU,Europe,Lithuania,2021-01-16,166680.0,1120.0,1214.286,2414.0,38.0,34.714,61227.84099999999,411.418,446.05300000000005,886.753,13.959000000000001,12.752,0.96,2615.0,43.25,2212.0,812.551,109.118,40.083,649.8380000000001,238.71,1807085.0,6014.0,663.81,2.209,9628.0,3.537,0.126,7.9,tests performed,50010.0,1086.0,3794.0,1.84,1394.0,74.07,2722291.0,45.135,43.5,19.002,13.777999999999999,29524.265,0.7,342.98900000000003,3.67,21.3,38.0,1.188,6.56,75.93,0.858
373,36337,MDA,Europe,Moldova,2021-01-16,152640.0,377.0,506.714,3245.0,17.0,16.429000000000002,37838.721,93.456,125.61200000000001,804.42,4.2139999999999995,4.073,0.76,23.0,36.743,92.0,146.97,6.2620000000000005,14.183,34.889,79.018,3768743.0,19282.0,29.23,0.15,23500.0,0.182,0.41700000000000004,2.4,people tested,552335.0,51305.0,31765.0,0.43,246.0,57.41,4033963.0,123.655,37.6,10.864,6.955,5189.972,0.2,408.50199999999995,5.72,5.9,44.6,86.979,5.8,71.9,0.7
374,1927,ATG,North America,Antigua and Barbuda,2021-01-16,187.0,3.0,2.571,6.0,0.0,0.14300000000000002,1909.566,30.635,26.258000000000003,61.27,0.0,1.459,0.51,,,,,,,,,134259.0,,1737.6429999999998,,515.0,6.665,0.138,7.3,people tested,,,,,,65.74,97928.0,231.845,32.1,6.933,4.631,21490.943,0.5,191.511,13.17,29.0,37.8,26.664,3.8,77.02,0.78
375,61460,ZWE,Africa,Zimbabwe,2021-01-16,26881.0,772.0,911.7139999999999,683.0,17.0,28.570999999999998,1808.594,51.941,61.342,45.953,1.1440000000000001,1.922,1.62,23891.0,72.178,128947.0,389.565,1273.0,3.846,33902.0,102.42200000000001,270597.0,3570.0,18.206,0.24,3498.0,0.235,0.261,3.8,tests performed,56581530.0,1021093.0,913912.0,0.73,2761.0,87.04,14862927.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.535
376,37294,MNE,Europe,Montenegro,2021-01-16,55136.0,406.0,448.14300000000003,743.0,2.0,3.1430000000000002,87787.511,646.433,713.533,1183.004,3.1839999999999997,5.004,1.13,23.0,36.743,92.0,146.97,6.2620000000000005,14.183,34.889,79.018,880860.0,17646.0,268.695,5.382999999999999,15760.0,4.8069999999999995,0.001,1114.3,people tested,552335.0,51305.0,31765.0,0.43,246.0,71.76,628062.0,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,71.18,3.861,76.88,0.8140000000000001
377,59510,VAT,Europe,Vatican,2021-01-16,27.0,0.0,0.0,620.0,0.0,0.0,33374.536,0.0,0.0,18.524,0.0,0.0,0.75,23891.0,72.178,128947.0,389.565,1273.0,3.846,33902.0,102.42200000000001,763950.0,6247.0,219.922,1.798,7065.0,2.0340000000000003,0.113,8.8,tests performed,17546374.0,1021093.0,913912.0,5.3,2761.0,22.22,809.0,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,4.0,75.12,0.603
378,51480,SSD,Africa,South Sudan,2021-01-16,3670.0,0.0,11.571,63.0,0.0,0.0,327.86199999999997,0.0,1.034,5.627999999999999,0.0,0.0,0.77,202.0,97.165,1192.0,573.371,113.89200000000001,54.784,743.294,357.536,80036.0,201.0,7.15,0.018000000000000002,355.0,0.032,0.033,30.7,tests performed,47931.0,4062.0,2624.0,2.31,1262.0,41.67,11193729.0,527.967,19.2,3.4410000000000003,2.032,1569.888,0.2,280.775,10.43,6.2,40.9,43.993,12.27,57.85,0.38799999999999996
379,5626,BEL,Europe,Belgium,2021-01-16,677209.0,2120.0,2073.571,20396.0,44.0,51.143,58432.393,182.922,178.916,1759.851,3.7969999999999997,4.413,1.05,371.0,32.010999999999996,1955.0,168.685,2838.847,244.947,909.5239999999999,78.477,7603811.0,31874.0,656.0880000000001,2.75,43955.0,3.793,0.052000000000000005,19.2,tests performed,98267.0,3524.0,10464.0,0.85,903.0,60.19,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,88.469,5.64,81.63,0.9159999999999999
380,55493,TLS,Asia,Timor,2021-01-16,52.0,1.0,0.429,71.0,0.0,0.0,39.44,0.758,0.325,1.0170000000000001,0.0,0.0,1.34,372.0,36.834,2844.0,281.605,172.761,17.105999999999998,1832.854,39.201,1625271.0,7229.0,23.285,0.10400000000000001,14759.0,0.21100000000000002,0.013000000000000001,76.0,tests performed,110000.0,77364.0,7143.0,1.27,825.0,60.19,1318442.0,87.176,18.0,3.556,1.8969999999999998,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.625
381,33945,MYS,Asia,Malaysia,2021-01-16,155095.0,4029.0,3076.571,594.0,8.0,7.428999999999999,4791.912,124.48200000000001,95.056,18.352999999999998,0.247,0.23,1.2,23.0,36.743,92.0,146.97,109.118,40.083,649.8380000000001,238.71,3928774.0,63411.0,121.38600000000001,1.959,48060.0,1.485,0.064,15.6,people tested,6193.0,899.0,475.0,0.99,759.0,77.31,32365998.0,96.25399999999999,29.9,6.292999999999999,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,8.704,1.9,76.16,0.802
382,25130,IND,Asia,India,2021-01-16,10557985.0,15144.0,15385.857,152274.0,181.0,182.143,7650.689,10.974,11.149000000000001,110.34299999999999,0.131,0.132,0.81,0.0,0.0,20.0,58.608000000000004,103.991,9.977,2.8680000000000003,8.404,185765491.0,803090.0,134.612,0.5820000000000001,787454.0,0.5710000000000001,0.02,51.2,samples tested,191181.0,191181.0,191181.0,0.01,139.0,68.98,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64
