index,country,canton,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
77578,Switzerland,BE,2020-09-01,-4.0,4.0,,-10.0,-16.0,3.0
77579,Switzerland,BE,2020-09-02,-5.0,0.0,,-12.0,-16.0,2.0
77580,Switzerland,BE,2020-09-03,-5.0,5.0,,-6.0,-16.0,1.0
77581,Switzerland,BE,2020-09-04,-8.0,1.0,,-5.0,-16.0,0.0
77582,Switzerland,BE,2020-09-05,-9.0,-3.0,,-1.0,-7.0,-3.0
77583,Switzerland,BE,2020-09-06,-11.0,,,-18.0,-10.0,0.0
77584,Switzerland,BE,2020-09-07,-6.0,3.0,,-13.0,-17.0,3.0
77585,Switzerland,BE,2020-09-08,-4.0,4.0,,-5.0,-16.0,1.0
77586,Switzerland,BE,2020-09-09,-6.0,-2.0,,-5.0,-15.0,0.0
77587,Switzerland,BE,2020-09-10,-6.0,3.0,,-6.0,-16.0,0.0
77588,Switzerland,BE,2020-09-11,-8.0,1.0,125.0,-9.0,-15.0,0.0
77589,Switzerland,BE,2020-09-12,-10.0,-3.0,124.0,-5.0,-6.0,-3.0
77590,Switzerland,BE,2020-09-13,4.0,14.0,157.0,6.0,-5.0,-4.0
77591,Switzerland,BE,2020-09-14,-7.0,2.0,173.0,-5.0,-12.0,0.0
77592,Switzerland,BE,2020-09-15,-6.0,2.0,151.0,-3.0,-13.0,0.0
77593,Switzerland,BE,2020-09-16,-7.0,-2.0,114.0,-6.0,-13.0,0.0
77594,Switzerland,BE,2020-09-17,-7.0,1.0,115.0,-7.0,-14.0,0.0
77595,Switzerland,BE,2020-09-18,-10.0,0.0,125.0,-10.0,-14.0,1.0
77596,Switzerland,BE,2020-09-19,-12.0,-5.0,82.0,-12.0,-9.0,-1.0
77597,Switzerland,BE,2020-09-20,-5.0,-1.0,96.0,-10.0,-7.0,-1.0
77598,Switzerland,BE,2020-09-21,-4.0,-2.0,125.0,-15.0,-27.0,3.0
77599,Switzerland,BE,2020-09-22,-9.0,-4.0,89.0,-15.0,-25.0,3.0
77600,Switzerland,BE,2020-09-23,-12.0,-8.0,55.0,-17.0,-23.0,3.0
77601,Switzerland,BE,2020-09-24,-15.0,-5.0,35.0,-17.0,-24.0,4.0
77602,Switzerland,BE,2020-09-25,-15.0,-1.0,3.0,-23.0,-24.0,6.0
77603,Switzerland,BE,2020-09-26,-17.0,-5.0,-10.0,-26.0,-11.0,2.0
77604,Switzerland,BE,2020-09-27,-26.0,-18.0,2.0,-26.0,-12.0,3.0
77605,Switzerland,BE,2020-09-28,-8.0,-1.0,55.0,-19.0,-25.0,5.0
77606,Switzerland,BE,2020-09-29,-7.0,-2.0,30.0,-19.0,-26.0,5.0
77607,Switzerland,BE,2020-09-30,-8.0,-7.0,93.0,-11.0,-25.0,2.0
77608,Switzerland,BE,2020-10-01,-11.0,-2.0,31.0,-18.0,-25.0,4.0
77609,Switzerland,BE,2020-10-02,-11.0,0.0,27.0,-21.0,-25.0,5.0
77610,Switzerland,BE,2020-10-03,-14.0,-4.0,11.0,-22.0,-11.0,3.0
77611,Switzerland,BE,2020-10-04,-5.0,-8.0,48.0,-13.0,-10.0,1.0
77612,Switzerland,BE,2020-10-05,-8.0,0.0,39.0,-17.0,-23.0,5.0
77613,Switzerland,BE,2020-10-06,-6.0,1.0,34.0,-16.0,-23.0,5.0
77614,Switzerland,BE,2020-10-07,-9.0,-3.0,25.0,-18.0,-22.0,5.0
77615,Switzerland,BE,2020-10-08,-7.0,0.0,91.0,-9.0,-23.0,3.0
77616,Switzerland,BE,2020-10-09,-11.0,-3.0,91.0,-14.0,-23.0,4.0
77617,Switzerland,BE,2020-10-10,-18.0,-4.0,-5.0,-27.0,-7.0,3.0
77618,Switzerland,BE,2020-10-11,-23.0,-12.0,29.0,-23.0,-10.0,3.0
77619,Switzerland,BE,2020-10-12,-15.0,-2.0,54.0,-15.0,-14.0,5.0
77620,Switzerland,BE,2020-10-13,-11.0,-1.0,57.0,-12.0,-14.0,4.0
77621,Switzerland,BE,2020-10-14,-12.0,-3.0,39.0,-14.0,-12.0,4.0
77622,Switzerland,BE,2020-10-15,-16.0,0.0,-3.0,-17.0,-14.0,6.0
77623,Switzerland,BE,2020-10-16,-17.0,1.0,11.0,-20.0,-13.0,6.0
77624,Switzerland,BE,2020-10-17,-20.0,-4.0,18.0,-23.0,-6.0,5.0
77625,Switzerland,BE,2020-10-18,-23.0,-10.0,47.0,-18.0,-9.0,4.0
77626,Switzerland,BE,2020-10-19,-15.0,-2.0,81.0,-12.0,-12.0,5.0
77627,Switzerland,BE,2020-10-20,-14.0,-2.0,61.0,-14.0,-14.0,5.0
77628,Switzerland,BE,2020-10-21,-16.0,-5.0,52.0,-16.0,-13.0,5.0
77629,Switzerland,BE,2020-10-22,-18.0,-1.0,24.0,-19.0,-14.0,7.0
77630,Switzerland,BE,2020-10-23,-22.0,-1.0,-17.0,-27.0,-14.0,9.0
77631,Switzerland,BE,2020-10-24,-23.0,1.0,30.0,-29.0,-7.0,7.0
77632,Switzerland,BE,2020-10-25,-23.0,0.0,107.0,-14.0,-13.0,3.0
77633,Switzerland,BE,2020-10-26,-24.0,-5.0,-13.0,-27.0,-16.0,9.0
77634,Switzerland,BE,2020-10-27,-18.0,2.0,26.0,-22.0,-16.0,8.0
77635,Switzerland,BE,2020-10-28,-22.0,-4.0,10.0,-26.0,-16.0,9.0
77636,Switzerland,BE,2020-10-29,-25.0,0.0,-12.0,-29.0,-17.0,10.0
77637,Switzerland,BE,2020-10-30,-23.0,3.0,54.0,-25.0,-15.0,9.0
77638,Switzerland,BE,2020-10-31,-25.0,-1.0,61.0,-28.0,-8.0,7.0
77639,Switzerland,BE,2020-11-01,-42.0,-15.0,27.0,-36.0,-19.0,7.0
77640,Switzerland,BE,2020-11-02,-23.0,-4.0,73.0,-24.0,-16.0,8.0
77641,Switzerland,BE,2020-11-03,-25.0,-4.0,-9.0,-29.0,-18.0,10.0
77642,Switzerland,BE,2020-11-04,-26.0,-7.0,-20.0,-32.0,-17.0,11.0
77643,Switzerland,BE,2020-11-05,-24.0,0.0,-12.0,-29.0,-17.0,10.0
77644,Switzerland,BE,2020-11-06,-24.0,3.0,21.0,-29.0,-15.0,10.0
77645,Switzerland,BE,2020-11-07,-23.0,0.0,34.0,-31.0,-11.0,8.0
77646,Switzerland,BE,2020-11-08,-33.0,-10.0,54.0,-29.0,-18.0,6.0
77647,Switzerland,BE,2020-11-09,-22.0,-3.0,52.0,-26.0,-15.0,9.0
77648,Switzerland,BE,2020-11-10,-20.0,-2.0,22.0,-25.0,-16.0,9.0
77649,Switzerland,BE,2020-11-11,-20.0,-4.0,11.0,-26.0,-16.0,9.0
77650,Switzerland,BE,2020-11-12,-21.0,1.0,21.0,-25.0,-16.0,9.0
77651,Switzerland,BE,2020-11-13,-21.0,4.0,27.0,-27.0,-15.0,10.0
77652,Switzerland,BE,2020-11-14,-19.0,1.0,58.0,-24.0,-10.0,7.0
77653,Switzerland,BE,2020-11-15,-29.0,-3.0,73.0,-24.0,-19.0,5.0
77654,Switzerland,BE,2020-11-16,-23.0,-3.0,-2.0,-29.0,-15.0,9.0
77655,Switzerland,BE,2020-11-17,-19.0,-1.0,22.0,-24.0,-15.0,9.0
77656,Switzerland,BE,2020-11-18,-19.0,-3.0,36.0,-23.0,-14.0,8.0
77657,Switzerland,BE,2020-11-19,-23.0,-1.0,-27.0,-31.0,-15.0,10.0
77658,Switzerland,BE,2020-11-20,-21.0,1.0,-19.0,-31.0,-14.0,11.0
77659,Switzerland,BE,2020-11-21,-18.0,2.0,14.0,-30.0,-9.0,8.0
77660,Switzerland,BE,2020-11-22,-34.0,-12.0,44.0,-28.0,-19.0,6.0
77661,Switzerland,BE,2020-11-23,-19.0,-3.0,11.0,-28.0,-16.0,9.0
77662,Switzerland,BE,2020-11-24,-18.0,-1.0,7.0,-25.0,-14.0,9.0
77663,Switzerland,BE,2020-11-25,-14.0,-1.0,-3.0,-25.0,-13.0,8.0
77664,Switzerland,BE,2020-11-26,-13.0,5.0,-2.0,-24.0,-13.0,8.0
77665,Switzerland,BE,2020-11-27,-8.0,9.0,3.0,-24.0,-12.0,8.0
77666,Switzerland,BE,2020-11-28,-14.0,5.0,5.0,-27.0,-7.0,7.0
77667,Switzerland,BE,2020-11-29,-37.0,-15.0,0.0,-35.0,-16.0,7.0
77668,Switzerland,BE,2020-11-30,-16.0,1.0,2.0,-25.0,-13.0,8.0
77669,Switzerland,BE,2020-12-01,-20.0,0.0,-23.0,-24.0,-14.0,9.0
77670,Switzerland,BE,2020-12-02,-17.0,1.0,-22.0,-27.0,-12.0,9.0
77671,Switzerland,BE,2020-12-03,-17.0,6.0,-8.0,-23.0,-12.0,9.0
77672,Switzerland,BE,2020-12-04,-20.0,5.0,-23.0,-27.0,-11.0,10.0
77673,Switzerland,BE,2020-12-05,-20.0,6.0,-23.0,-32.0,-7.0,9.0
77674,Switzerland,BE,2020-12-06,-43.0,-20.0,-16.0,-35.0,-15.0,8.0
77675,Switzerland,BE,2020-12-07,-18.0,-2.0,-5.0,-25.0,-13.0,9.0
77676,Switzerland,BE,2020-12-08,-9.0,6.0,-4.0,-21.0,-13.0,9.0
77677,Switzerland,BE,2020-12-09,-21.0,-4.0,-27.0,-27.0,-12.0,9.0
77678,Switzerland,BE,2020-12-10,-19.0,2.0,-17.0,-23.0,-13.0,9.0
77679,Switzerland,BE,2020-12-11,-21.0,2.0,-18.0,-28.0,-12.0,10.0
77680,Switzerland,BE,2020-12-12,-26.0,2.0,-35.0,-36.0,-8.0,10.0
77681,Switzerland,BE,2020-12-13,-47.0,-67.0,10.0,-32.0,-22.0,7.0
77682,Switzerland,BE,2020-12-14,-17.0,3.0,7.0,-24.0,-13.0,9.0
77683,Switzerland,BE,2020-12-15,-18.0,1.0,-20.0,-25.0,-14.0,9.0
77684,Switzerland,BE,2020-12-16,-16.0,2.0,-7.0,-25.0,-12.0,9.0
77685,Switzerland,BE,2020-12-17,-17.0,8.0,-10.0,-24.0,-12.0,9.0
77686,Switzerland,BE,2020-12-18,-19.0,6.0,7.0,-24.0,-11.0,10.0
77687,Switzerland,BE,2020-12-19,-24.0,5.0,-4.0,-29.0,-5.0,8.0
77688,Switzerland,BE,2020-12-20,-50.0,-69.0,-6.0,-41.0,-20.0,8.0
77689,Switzerland,BE,2020-12-21,1.0,19.0,5.0,-27.0,-24.0,11.0
77690,Switzerland,BE,2020-12-22,-17.0,27.0,14.0,-27.0,-28.0,12.0
77691,Switzerland,BE,2020-12-23,-19.0,38.0,4.0,-28.0,-31.0,12.0
77692,Switzerland,BE,2020-12-24,-40.0,20.0,-22.0,-42.0,-58.0,17.0
77693,Switzerland,BE,2020-12-25,-89.0,-92.0,-5.0,-63.0,-85.0,27.0
77694,Switzerland,BE,2020-12-26,-83.0,-91.0,25.0,-40.0,-53.0,13.0
77695,Switzerland,BE,2020-12-27,-67.0,-73.0,1.0,-39.0,-32.0,8.0
77696,Switzerland,BE,2020-12-28,-23.0,17.0,15.0,-37.0,-59.0,19.0
77697,Switzerland,BE,2020-12-29,-23.0,15.0,40.0,-33.0,-59.0,19.0
77698,Switzerland,BE,2020-12-30,-26.0,28.0,35.0,-32.0,-58.0,18.0
77699,Switzerland,BE,2020-12-31,-41.0,29.0,34.0,-37.0,-65.0,18.0
77700,Switzerland,BE,2021-01-01,-87.0,-93.0,33.0,-60.0,-85.0,29.0
77701,Switzerland,BE,2021-01-02,-84.0,-81.0,-4.0,-46.0,-47.0,15.0
77702,Switzerland,BE,2021-01-03,-67.0,-74.0,-1.0,-41.0,-24.0,9.0
77703,Switzerland,BE,2021-01-04,-30.0,8.0,10.0,-35.0,-35.0,15.0
77704,Switzerland,BE,2021-01-05,-33.0,-2.0,4.0,-35.0,-36.0,15.0
77705,Switzerland,BE,2021-01-06,-36.0,-6.0,-13.0,-38.0,-34.0,15.0
77706,Switzerland,BE,2021-01-07,-37.0,-5.0,19.0,-31.0,-34.0,14.0
77707,Switzerland,BE,2021-01-08,-40.0,-5.0,19.0,-34.0,-33.0,15.0
77708,Switzerland,BE,2021-01-09,-42.0,-4.0,-3.0,-36.0,-20.0,10.0
77709,Switzerland,BE,2021-01-10,-65.0,-75.0,16.0,-37.0,-24.0,8.0
77710,Switzerland,BE,2021-01-11,-35.0,-2.0,8.0,-27.0,-16.0,10.0
77711,Switzerland,BE,2021-01-12,-42.0,-9.0,-23.0,-29.0,-18.0,11.0
77712,Switzerland,BE,2021-01-13,-38.0,-6.0,-27.0,-30.0,-17.0,11.0
77713,Switzerland,BE,2021-01-14,-37.0,-5.0,-46.0,-34.0,-20.0,11.0
77714,Switzerland,BE,2021-01-15,-39.0,-5.0,-34.0,-35.0,-19.0,12.0
77715,Switzerland,BE,2021-01-16,-38.0,-4.0,-12.0,-35.0,-19.0,9.0
77716,Switzerland,BE,2021-01-17,-73.0,-78.0,-31.0,-51.0,-28.0,9.0
77717,Switzerland,ZG,2020-02-15,-3.0,-1.0,,7.0,-5.0,
77718,Switzerland,ZG,2020-02-16,-3.0,,,3.0,-3.0,
77719,Switzerland,ZG,2020-02-17,-1.0,-1.0,,1.0,1.0,0.0
77720,Switzerland,ZG,2020-02-18,5.0,5.0,,3.0,1.0,0.0
77721,Switzerland,ZG,2020-02-19,0.0,1.0,,-5.0,-1.0,1.0
77722,Switzerland,ZG,2020-02-20,7.0,5.0,,14.0,-2.0,-1.0
77723,Switzerland,ZG,2020-02-21,-2.0,4.0,,2.0,-4.0,2.0
77724,Switzerland,ZG,2020-02-22,10.0,5.0,,30.0,-4.0,
77725,Switzerland,ZG,2020-02-23,45.0,,,26.0,10.0,
77726,Switzerland,ZG,2020-02-24,5.0,6.0,,12.0,-12.0,0.0
77727,Switzerland,ZG,2020-02-25,3.0,14.0,,0.0,-11.0,2.0
77728,Switzerland,ZG,2020-02-26,-3.0,8.0,,-10.0,-4.0,3.0
77729,Switzerland,ZG,2020-02-27,-4.0,14.0,,-4.0,0.0,3.0
77730,Switzerland,ZG,2020-02-28,2.0,17.0,,-1.0,-1.0,2.0
77731,Switzerland,ZG,2020-02-29,-1.0,10.0,,-8.0,-5.0,
77732,Switzerland,ZG,2020-03-01,16.0,,,9.0,-2.0,
77733,Switzerland,ZG,2020-03-02,-4.0,4.0,,-3.0,1.0,2.0
77734,Switzerland,ZG,2020-03-03,2.0,9.0,,-4.0,2.0,2.0
77735,Switzerland,ZG,2020-03-04,-1.0,4.0,,-6.0,-2.0,2.0
77736,Switzerland,ZG,2020-03-05,-8.0,5.0,,-8.0,0.0,3.0
77737,Switzerland,ZG,2020-03-06,-6.0,4.0,,-10.0,-1.0,4.0
77738,Switzerland,ZG,2020-03-07,-4.0,9.0,,-13.0,-2.0,
77739,Switzerland,ZG,2020-03-08,15.0,,,4.0,-8.0,
77740,Switzerland,ZG,2020-03-09,-6.0,-1.0,,-11.0,-2.0,3.0
77741,Switzerland,ZG,2020-03-10,-6.0,1.0,,-10.0,-2.0,5.0
77742,Switzerland,ZG,2020-03-11,-5.0,10.0,,-11.0,-4.0,4.0
77743,Switzerland,ZG,2020-03-12,-8.0,17.0,,-12.0,-5.0,5.0
77744,Switzerland,ZG,2020-03-13,-6.0,36.0,,-17.0,-6.0,7.0
77745,Switzerland,ZG,2020-03-14,-14.0,28.0,,-25.0,-8.0,
77746,Switzerland,ZG,2020-03-15,-4.0,,,-6.0,-17.0,
77747,Switzerland,ZG,2020-03-16,-7.0,44.0,,-35.0,-23.0,11.0
77748,Switzerland,ZG,2020-03-17,-47.0,9.0,,-49.0,-35.0,18.0
77749,Switzerland,ZG,2020-03-18,-51.0,11.0,,-51.0,-40.0,20.0
77750,Switzerland,ZG,2020-03-19,-53.0,23.0,,-53.0,-46.0,22.0
77751,Switzerland,ZG,2020-03-20,-58.0,9.0,,-59.0,-45.0,26.0
77752,Switzerland,ZG,2020-03-21,-68.0,-15.0,,-62.0,-43.0,
77753,Switzerland,ZG,2020-03-22,-75.0,,,-63.0,-45.0,
77754,Switzerland,ZG,2020-03-23,-61.0,-9.0,,-61.0,-48.0,23.0
77755,Switzerland,ZG,2020-03-24,-61.0,-8.0,,-62.0,-49.0,25.0
77756,Switzerland,ZG,2020-03-25,-62.0,-7.0,,-64.0,-52.0,26.0
77757,Switzerland,ZG,2020-03-26,-63.0,-11.0,,-63.0,-51.0,26.0
77758,Switzerland,ZG,2020-03-27,-61.0,1.0,,-58.0,-49.0,27.0
77759,Switzerland,ZG,2020-03-28,-61.0,-2.0,,-46.0,-47.0,
77760,Switzerland,ZG,2020-03-29,-75.0,,,-67.0,-45.0,
77761,Switzerland,ZG,2020-03-30,-65.0,-20.0,,-63.0,-51.0,25.0
77762,Switzerland,ZG,2020-03-31,-85.0,35.0,,-56.0,-50.0,24.0
77763,Switzerland,ZG,2020-04-01,-85.0,34.0,,-57.0,-51.0,24.0
77764,Switzerland,ZG,2020-04-02,-85.0,46.0,,-55.0,-50.0,25.0
77765,Switzerland,ZG,2020-04-03,-76.0,38.0,,-54.0,-48.0,27.0
77766,Switzerland,ZG,2020-04-04,-78.0,26.0,,-44.0,-41.0,
77767,Switzerland,ZG,2020-04-05,-64.0,,,-39.0,-42.0,
77768,Switzerland,ZG,2020-04-06,-75.0,,,-54.0,-49.0,22.0
77769,Switzerland,ZG,2020-04-07,-66.0,,,-54.0,-50.0,23.0
77770,Switzerland,ZG,2020-04-08,-65.0,,,-55.0,-50.0,22.0
77771,Switzerland,ZG,2020-04-09,-62.0,,,-53.0,-50.0,22.0
77772,Switzerland,ZG,2020-04-10,-88.0,-88.0,,-60.0,-89.0,
77773,Switzerland,ZG,2020-04-11,-68.0,46.0,,-40.0,-44.0,
77774,Switzerland,ZG,2020-04-12,,,,-40.0,-43.0,
77775,Switzerland,ZG,2020-04-13,-87.0,-85.0,,-56.0,-89.0,
77776,Switzerland,ZG,2020-04-14,-67.0,-5.0,,-58.0,-50.0,23.0
77777,Switzerland,ZG,2020-04-15,-68.0,-12.0,,-53.0,-49.0,22.0
77778,Switzerland,ZG,2020-04-16,-67.0,-12.0,,-53.0,-50.0,23.0
77779,Switzerland,ZG,2020-04-17,-67.0,-8.0,,-50.0,-50.0,24.0
77780,Switzerland,ZG,2020-04-18,-68.0,-13.0,,-35.0,-37.0,
77781,Switzerland,ZG,2020-04-19,,,,-34.0,-37.0,
77782,Switzerland,ZG,2020-04-20,-67.0,-19.0,,-52.0,-47.0,21.0
77783,Switzerland,ZG,2020-04-21,-67.0,-17.0,,-53.0,-45.0,22.0
77784,Switzerland,ZG,2020-04-22,-66.0,-12.0,,-51.0,-47.0,20.0
77785,Switzerland,ZG,2020-04-23,-66.0,-6.0,,-48.0,-46.0,21.0
77786,Switzerland,ZG,2020-04-24,-64.0,-2.0,,-46.0,-47.0,23.0
77787,Switzerland,ZG,2020-04-25,-66.0,-11.0,,-30.0,-35.0,
77788,Switzerland,ZG,2020-04-26,,,,-36.0,-31.0,
77789,Switzerland,ZG,2020-04-27,-59.0,-8.0,,-41.0,-42.0,18.0
77790,Switzerland,ZG,2020-04-28,-63.0,-10.0,,-53.0,-43.0,21.0
77791,Switzerland,ZG,2020-04-29,-63.0,-8.0,,-49.0,-44.0,21.0
77792,Switzerland,ZG,2020-04-30,-61.0,-5.0,,-54.0,-43.0,22.0
77793,Switzerland,ZG,2020-05-01,-58.0,5.0,,-50.0,-49.0,25.0
77794,Switzerland,ZG,2020-05-02,-63.0,-8.0,,-45.0,-31.0,
77795,Switzerland,ZG,2020-05-03,,,,-23.0,-28.0,
77796,Switzerland,ZG,2020-05-04,-57.0,-14.0,,-45.0,-40.0,18.0
77797,Switzerland,ZG,2020-05-05,-63.0,-14.0,,-55.0,-40.0,21.0
77798,Switzerland,ZG,2020-05-06,-60.0,-4.0,,-48.0,-40.0,19.0
77799,Switzerland,ZG,2020-05-07,-50.0,1.0,,-40.0,-40.0,18.0
77800,Switzerland,ZG,2020-05-08,-50.0,6.0,,-39.0,-38.0,19.0
77801,Switzerland,ZG,2020-05-09,-49.0,7.0,,-22.0,-24.0,
77802,Switzerland,ZG,2020-05-10,,,,-17.0,-22.0,
77803,Switzerland,ZG,2020-05-11,-33.0,-6.0,,-45.0,-32.0,16.0
77804,Switzerland,ZG,2020-05-12,-30.0,4.0,,-43.0,-31.0,16.0
77805,Switzerland,ZG,2020-05-13,-33.0,0.0,,-45.0,-33.0,16.0
77806,Switzerland,ZG,2020-05-14,-31.0,5.0,,-42.0,-31.0,15.0
77807,Switzerland,ZG,2020-05-15,-30.0,6.0,,-42.0,-31.0,17.0
77808,Switzerland,ZG,2020-05-16,-21.0,3.0,,-21.0,-14.0,
77809,Switzerland,ZG,2020-05-17,-16.0,,,-10.0,-14.0,
77810,Switzerland,ZG,2020-05-18,-27.0,1.0,,-35.0,-31.0,12.0
77811,Switzerland,ZG,2020-05-19,-23.0,9.0,,-31.0,-29.0,12.0
77812,Switzerland,ZG,2020-05-20,-15.0,35.0,,-27.0,-31.0,8.0
77813,Switzerland,ZG,2020-05-21,-63.0,-74.0,,-28.0,-85.0,
77814,Switzerland,ZG,2020-05-22,-20.0,17.0,,-33.0,-55.0,16.0
77815,Switzerland,ZG,2020-05-23,-29.0,-8.0,,-38.0,-19.0,
77816,Switzerland,ZG,2020-05-24,-21.0,,,-7.0,-11.0,
77817,Switzerland,ZG,2020-05-25,-20.0,8.0,,-31.0,-27.0,11.0
77818,Switzerland,ZG,2020-05-26,-19.0,3.0,,-30.0,-27.0,12.0
77819,Switzerland,ZG,2020-05-27,-21.0,6.0,,-30.0,-28.0,11.0
77820,Switzerland,ZG,2020-05-28,-19.0,11.0,,-31.0,-27.0,12.0
77821,Switzerland,ZG,2020-05-29,-20.0,14.0,,-25.0,-25.0,11.0
77822,Switzerland,ZG,2020-05-30,-15.0,11.0,,-7.0,-1.0,
77823,Switzerland,ZG,2020-05-31,-6.0,,,4.0,3.0,
77824,Switzerland,ZG,2020-06-01,-59.0,-73.0,,-25.0,-81.0,
77825,Switzerland,ZG,2020-06-02,-19.0,19.0,,-27.0,-25.0,10.0
77826,Switzerland,ZG,2020-06-03,-19.0,9.0,,-28.0,-27.0,11.0
77827,Switzerland,ZG,2020-06-04,-22.0,6.0,,-38.0,-27.0,14.0
77828,Switzerland,ZG,2020-06-05,-20.0,7.0,,-31.0,-25.0,13.0
77829,Switzerland,ZG,2020-06-06,-13.0,5.0,,-18.0,-8.0,
77830,Switzerland,ZG,2020-06-07,-36.0,,,-34.0,-11.0,
77831,Switzerland,ZG,2020-06-08,-18.0,2.0,,-30.0,-27.0,11.0
77832,Switzerland,ZG,2020-06-09,-18.0,1.0,,-30.0,-26.0,11.0
77833,Switzerland,ZG,2020-06-10,-12.0,17.0,,-27.0,-27.0,9.0
77834,Switzerland,ZG,2020-06-11,-65.0,-80.0,,-42.0,-71.0,
77835,Switzerland,ZG,2020-06-12,-16.0,12.0,,-21.0,-43.0,9.0
77836,Switzerland,ZG,2020-06-13,-18.0,1.0,,-11.0,-1.0,
77837,Switzerland,ZG,2020-06-14,-33.0,,,-29.0,-6.0,
77838,Switzerland,ZG,2020-06-15,-21.0,-1.0,,-23.0,-25.0,8.0
77839,Switzerland,ZG,2020-06-16,-14.0,2.0,,-24.0,-25.0,9.0
77840,Switzerland,ZG,2020-06-17,-18.0,0.0,,-29.0,-26.0,10.0
77841,Switzerland,ZG,2020-06-18,-18.0,4.0,,-22.0,-25.0,9.0
77842,Switzerland,ZG,2020-06-19,-18.0,4.0,,-23.0,-24.0,9.0
77843,Switzerland,ZG,2020-06-20,-14.0,-1.0,,-2.0,2.0,
77844,Switzerland,ZG,2020-06-21,-8.0,,,6.0,3.0,
77845,Switzerland,ZG,2020-06-22,-17.0,1.0,,-20.0,-26.0,6.0
77846,Switzerland,ZG,2020-06-23,-15.0,2.0,,-15.0,-25.0,5.0
77847,Switzerland,ZG,2020-06-24,-15.0,5.0,,-16.0,-24.0,5.0
77848,Switzerland,ZG,2020-06-25,-13.0,11.0,,-16.0,-23.0,5.0
77849,Switzerland,ZG,2020-06-26,-16.0,9.0,,-16.0,-25.0,7.0
77850,Switzerland,ZG,2020-06-27,-9.0,3.0,,2.0,-3.0,
77851,Switzerland,ZG,2020-06-28,-14.0,,,-8.0,6.0,
77852,Switzerland,ZG,2020-06-29,-11.0,5.0,,-19.0,-22.0,7.0
77853,Switzerland,ZG,2020-06-30,-3.0,10.0,,-11.0,-21.0,4.0
77854,Switzerland,ZG,2020-07-01,-5.0,12.0,,-17.0,-21.0,6.0
77855,Switzerland,ZG,2020-07-02,-9.0,12.0,,-17.0,-21.0,8.0
77856,Switzerland,ZG,2020-07-03,-7.0,17.0,,-18.0,-21.0,7.0
77857,Switzerland,ZG,2020-07-04,-8.0,6.0,,1.0,0.0,
77858,Switzerland,ZG,2020-07-05,-3.0,,,11.0,-2.0,
77859,Switzerland,ZG,2020-07-06,-11.0,6.0,,-25.0,-31.0,7.0
77860,Switzerland,ZG,2020-07-07,-11.0,9.0,,-17.0,-29.0,5.0
77861,Switzerland,ZG,2020-07-08,-12.0,5.0,,-20.0,-29.0,4.0
77862,Switzerland,ZG,2020-07-09,-13.0,10.0,,-19.0,-29.0,5.0
77863,Switzerland,ZG,2020-07-10,-17.0,7.0,,-23.0,-30.0,7.0
77864,Switzerland,ZG,2020-07-11,-14.0,-1.0,,-20.0,-4.0,
77865,Switzerland,ZG,2020-07-12,-1.0,,,2.0,-1.0,
77866,Switzerland,ZG,2020-07-13,-18.0,3.0,,-24.0,-35.0,5.0
77867,Switzerland,ZG,2020-07-14,-13.0,-1.0,,-21.0,-33.0,5.0
77868,Switzerland,ZG,2020-07-15,-15.0,3.0,,-32.0,-33.0,8.0
77869,Switzerland,ZG,2020-07-16,-13.0,4.0,,-31.0,-34.0,9.0
77870,Switzerland,ZG,2020-07-17,-17.0,1.0,,-29.0,-33.0,8.0
77871,Switzerland,ZG,2020-07-18,-20.0,-4.0,,-10.0,-6.0,
77872,Switzerland,ZG,2020-07-19,-8.0,,,2.0,-1.0,
77873,Switzerland,ZG,2020-07-20,-19.0,-1.0,,-23.0,-37.0,5.0
77874,Switzerland,ZG,2020-07-21,-13.0,1.0,,-28.0,-36.0,7.0
77875,Switzerland,ZG,2020-07-22,-16.0,1.0,,-30.0,-35.0,7.0
77876,Switzerland,ZG,2020-07-23,-16.0,4.0,,-26.0,-36.0,6.0
77877,Switzerland,ZG,2020-07-24,-16.0,1.0,,-33.0,-37.0,9.0
77878,Switzerland,ZG,2020-07-25,-21.0,-6.0,,-8.0,-7.0,
77879,Switzerland,ZG,2020-07-26,-10.0,,,-14.0,1.0,
77880,Switzerland,ZG,2020-07-27,-16.0,-1.0,,-24.0,-42.0,4.0
77881,Switzerland,ZG,2020-07-28,-16.0,2.0,,-29.0,-40.0,8.0
77882,Switzerland,ZG,2020-07-29,-14.0,1.0,,-29.0,-40.0,6.0
77883,Switzerland,ZG,2020-07-30,-13.0,11.0,,-25.0,-41.0,5.0
77884,Switzerland,ZG,2020-07-31,-19.0,20.0,,-26.0,-42.0,6.0
77885,Switzerland,ZG,2020-08-01,-62.0,-72.0,,-9.0,-34.0,
77886,Switzerland,ZG,2020-08-02,-17.0,,,-23.0,-1.0,
77887,Switzerland,ZG,2020-08-03,-9.0,6.0,,-35.0,-41.0,9.0
77888,Switzerland,ZG,2020-08-04,-11.0,2.0,,-32.0,-39.0,10.0
77889,Switzerland,ZG,2020-08-05,-11.0,0.0,,-23.0,-39.0,6.0
77890,Switzerland,ZG,2020-08-06,-13.0,2.0,,-23.0,-39.0,5.0
77891,Switzerland,ZG,2020-08-07,-17.0,0.0,,-23.0,-39.0,3.0
