,age_group,canton,pop_size,sex
3569,30 - 39,SH,503,Weiblich
3570,30 - 39,SH,528,Weiblich
3571,30 - 39,SH,518,Weiblich
3572,30 - 39,SH,551,Weiblich
3573,30 - 39,SH,567,Weiblich
3574,30 - 39,SH,549,Weiblich
3575,40 - 49,SH,554,Weiblich
3576,40 - 49,SH,510,Weiblich
3577,40 - 49,SH,544,Weiblich
3578,40 - 49,SH,487,Weiblich
3579,40 - 49,SH,509,Weiblich
3580,40 - 49,SH,462,Weiblich
3581,40 - 49,SH,527,Weiblich
3582,40 - 49,SH,484,Weiblich
3583,40 - 49,SH,642,Weiblich
3584,40 - 49,SH,503,Weiblich
3585,50 - 59,SH,623,Weiblich
3586,50 - 59,SH,596,Weiblich
3587,50 - 59,SH,668,Weiblich
3588,50 - 59,SH,666,Weiblich
3589,50 - 59,SH,595,Weiblich
3590,50 - 59,SH,702,Weiblich
3591,50 - 59,SH,692,Weiblich
3592,50 - 59,SH,622,Weiblich
3593,50 - 59,SH,592,Weiblich
3594,50 - 59,SH,625,Weiblich
3595,60 - 69,SH,477,Weiblich
3596,60 - 69,SH,494,Weiblich
3597,60 - 69,SH,544,Weiblich
3598,60 - 69,SH,560,Weiblich
3599,60 - 69,SH,524,Weiblich
3600,60 - 69,SH,508,Weiblich
3601,60 - 69,SH,525,Weiblich
3602,60 - 69,SH,531,Weiblich
3603,60 - 69,SH,462,Weiblich
3604,60 - 69,SH,475,Weiblich
3605,70 - 79,SH,441,Weiblich
3606,70 - 79,SH,368,Weiblich
3607,70 - 79,SH,343,Weiblich
3608,70 - 79,SH,392,Weiblich
3609,70 - 79,SH,406,Weiblich
3610,70 - 79,SH,430,Weiblich
3611,70 - 79,SH,417,Weiblich
3612,70 - 79,SH,429,Weiblich
3613,70 - 79,SH,483,Weiblich
3614,70 - 79,SH,408,Weiblich
3615,80+,SH,30,Weiblich
3616,80+,SH,140,Weiblich
3617,80+,SH,31,Weiblich
3618,80+,SH,79,Weiblich
3619,80+,SH,317,Weiblich
3620,80+,SH,78,Weiblich
3621,80+,SH,128,Weiblich
3622,80+,SH,221,Weiblich
3623,80+,SH,232,Weiblich
3624,80+,SH,20,Weiblich
3625,80+,SH,50,Weiblich
3626,80+,SH,14,Weiblich
3627,80+,SH,259,Weiblich
3628,80+,SH,320,Weiblich
3629,80+,SH,198,Weiblich
3630,80+,SH,250,Weiblich
3631,80+,SH,301,Weiblich
3632,80+,SH,100,Weiblich
3633,80+,SH,179,Weiblich
3634,80+,SH,12,Weiblich
3635,80+,SH,216,Weiblich
3636,0 - 9,SO,1365,Männlich
3637,0 - 9,SO,1383,Männlich
3638,0 - 9,SO,1332,Männlich
3639,0 - 9,SO,1348,Männlich
3640,0 - 9,SO,1380,Männlich
3641,0 - 9,SO,1372,Männlich
3642,0 - 9,SO,1316,Männlich
3643,0 - 9,SO,1345,Männlich
3644,0 - 9,SO,1338,Männlich
3645,0 - 9,SO,1339,Männlich
3646,10 - 19,SO,1310,Männlich
3647,10 - 19,SO,1313,Männlich
3648,10 - 19,SO,1350,Männlich
3649,10 - 19,SO,1458,Männlich
3650,10 - 19,SO,1281,Männlich
3651,10 - 19,SO,1353,Männlich
3652,10 - 19,SO,1427,Männlich
3653,10 - 19,SO,1208,Männlich
3654,10 - 19,SO,1241,Männlich
3655,10 - 19,SO,1324,Männlich
3656,20 - 29,SO,1774,Männlich
3657,20 - 29,SO,1774,Männlich
3658,20 - 29,SO,1578,Männlich
3659,20 - 29,SO,1649,Männlich
3660,20 - 29,SO,1500,Männlich
3661,20 - 29,SO,1613,Männlich
3662,20 - 29,SO,1648,Männlich
3663,20 - 29,SO,1806,Männlich
3664,20 - 29,SO,1878,Männlich
3665,20 - 29,SO,1754,Männlich
3666,30 - 39,SO,1758,Männlich
3667,30 - 39,SO,1869,Männlich
3668,30 - 39,SO,1854,Männlich
3669,30 - 39,SO,1893,Männlich
3670,30 - 39,SO,1907,Männlich
3671,30 - 39,SO,1971,Männlich
3672,30 - 39,SO,1820,Männlich
3673,30 - 39,SO,1839,Männlich
3674,30 - 39,SO,1829,Männlich
3675,30 - 39,SO,1930,Männlich
3676,40 - 49,SO,1698,Männlich
3677,40 - 49,SO,2079,Männlich
3678,40 - 49,SO,1667,Männlich
3679,40 - 49,SO,1725,Männlich
3680,40 - 49,SO,1858,Männlich
3681,40 - 49,SO,1720,Männlich
3682,40 - 49,SO,1930,Männlich
3683,40 - 49,SO,1765,Männlich
3684,40 - 49,SO,1743,Männlich
3685,40 - 49,SO,2039,Männlich
3686,50 - 59,SO,2200,Männlich
3687,50 - 59,SO,2056,Männlich
3688,50 - 59,SO,2207,Männlich
3689,50 - 59,SO,2205,Männlich
3690,50 - 59,SO,2241,Männlich
3691,50 - 59,SO,2147,Männlich
3692,50 - 59,SO,2359,Männlich
3693,50 - 59,SO,2354,Männlich
3694,50 - 59,SO,2128,Männlich
3695,50 - 59,SO,2238,Männlich
3696,60 - 69,SO,1943,Männlich
3697,60 - 69,SO,1432,Männlich
3698,60 - 69,SO,1954,Männlich
3699,60 - 69,SO,1482,Männlich
3700,60 - 69,SO,2012,Männlich
3701,60 - 69,SO,1710,Männlich
3702,60 - 69,SO,1490,Männlich
3703,60 - 69,SO,1684,Männlich
3704,60 - 69,SO,1630,Männlich
3705,60 - 69,SO,1450,Männlich
3706,70 - 79,SO,1353,Männlich
3707,70 - 79,SO,1417,Männlich
3708,70 - 79,SO,1248,Männlich
3709,70 - 79,SO,1064,Männlich
3710,70 - 79,SO,776,Männlich
3711,70 - 79,SO,790,Männlich
3712,70 - 79,SO,940,Männlich
3713,70 - 79,SO,1180,Männlich
3714,70 - 79,SO,1336,Männlich
3715,70 - 79,SO,1107,Männlich
3716,80+,SO,44,Männlich
3717,80+,SO,662,Männlich
3718,80+,SO,133,Männlich
3719,80+,SO,261,Männlich
3720,80+,SO,5,Männlich
3721,80+,SO,55,Männlich
3722,80+,SO,694,Männlich
3723,80+,SO,28,Männlich
3724,80+,SO,25,Männlich
3725,80+,SO,6,Männlich
3726,80+,SO,456,Männlich
3727,80+,SO,397,Männlich
3728,80+,SO,612,Männlich
3729,80+,SO,29,Männlich
3730,80+,SO,93,Männlich
3731,80+,SO,195,Männlich
3732,80+,SO,393,Männlich
3733,80+,SO,532,Männlich
3734,80+,SO,144,Männlich
3735,80+,SO,304,Männlich
3736,80+,SO,623,Männlich
3737,0 - 9,SO,1227,Weiblich
3738,0 - 9,SO,1236,Weiblich
3739,0 - 9,SO,1292,Weiblich
3740,0 - 9,SO,1307,Weiblich
3741,0 - 9,SO,1303,Weiblich
3742,0 - 9,SO,1365,Weiblich
3743,0 - 9,SO,1259,Weiblich
3744,0 - 9,SO,1324,Weiblich
3745,0 - 9,SO,1235,Weiblich
3746,0 - 9,SO,1262,Weiblich
3747,10 - 19,SO,1196,Weiblich
3748,10 - 19,SO,1264,Weiblich
3749,10 - 19,SO,1356,Weiblich
3750,10 - 19,SO,1369,Weiblich
3751,10 - 19,SO,1211,Weiblich
3752,10 - 19,SO,1272,Weiblich
3753,10 - 19,SO,1213,Weiblich
3754,10 - 19,SO,1252,Weiblich
3755,10 - 19,SO,1197,Weiblich
3756,10 - 19,SO,1132,Weiblich
3757,20 - 29,SO,1518,Weiblich
3758,20 - 29,SO,1799,Weiblich
3759,20 - 29,SO,1730,Weiblich
3760,20 - 29,SO,1386,Weiblich
3761,20 - 29,SO,1779,Weiblich
3762,20 - 29,SO,1540,Weiblich
3763,20 - 29,SO,1612,Weiblich
3764,20 - 29,SO,1498,Weiblich
3765,20 - 29,SO,1614,Weiblich
3766,20 - 29,SO,1440,Weiblich
3767,30 - 39,SO,1724,Weiblich
3768,30 - 39,SO,1882,Weiblich
3769,30 - 39,SO,1668,Weiblich
3770,30 - 39,SO,1796,Weiblich
3771,30 - 39,SO,1821,Weiblich
3772,30 - 39,SO,1812,Weiblich
3773,30 - 39,SO,1802,Weiblich
3774,30 - 39,SO,1847,Weiblich
3775,30 - 39,SO,1795,Weiblich
3776,30 - 39,SO,1715,Weiblich
3777,40 - 49,SO,1885,Weiblich
3778,40 - 49,SO,1713,Weiblich
3779,40 - 49,SO,2038,Weiblich
3780,40 - 49,SO,1911,Weiblich
3781,40 - 49,SO,2044,Weiblich
3782,40 - 49,SO,1699,Weiblich
3783,40 - 49,SO,1668,Weiblich
3784,40 - 49,SO,1685,Weiblich
3785,40 - 49,SO,1691,Weiblich
3786,40 - 49,SO,1678,Weiblich
3787,50 - 59,SO,2063,Weiblich
3788,50 - 59,SO,2197,Weiblich
3789,50 - 59,SO,2334,Weiblich
3790,50 - 59,SO,2129,Weiblich
3791,50 - 59,SO,2180,Weiblich
3792,50 - 59,SO,2228,Weiblich
3793,50 - 59,SO,2114,Weiblich
3794,50 - 59,SO,2009,Weiblich
3795,50 - 59,SO,2193,Weiblich
3796,50 - 59,SO,2229,Weiblich
3797,60 - 69,SO,1490,Weiblich
3798,60 - 69,SO,1572,Weiblich
3799,60 - 69,SO,1917,Weiblich
3800,60 - 69,SO,1669,Weiblich
3801,60 - 69,SO,1422,Weiblich
3802,60 - 69,SO,1508,Weiblich
3803,60 - 69,SO,1732,Weiblich
3804,60 - 69,SO,1777,Weiblich
3805,60 - 69,SO,1837,Weiblich
3806,60 - 69,SO,1586,Weiblich
3807,70 - 79,SO,1463,Weiblich
3808,70 - 79,SO,1124,Weiblich
3809,70 - 79,SO,1195,Weiblich
3810,70 - 79,SO,970,Weiblich
3811,70 - 79,SO,1319,Weiblich
3812,70 - 79,SO,1363,Weiblich
3813,70 - 79,SO,1353,Weiblich
3814,70 - 79,SO,1327,Weiblich
3815,70 - 79,SO,1158,Weiblich
3816,70 - 79,SO,962,Weiblich
3817,80+,SO,15,Weiblich
3818,80+,SO,84,Weiblich
3819,80+,SO,272,Weiblich
3820,80+,SO,338,Weiblich
3821,80+,SO,40,Weiblich
3822,80+,SO,111,Weiblich
3823,80+,SO,60,Weiblich
3824,80+,SO,43,Weiblich
3825,80+,SO,911,Weiblich
3826,80+,SO,850,Weiblich
3827,80+,SO,178,Weiblich
3828,80+,SO,385,Weiblich
3829,80+,SO,626,Weiblich
3830,80+,SO,244,Weiblich
3831,80+,SO,514,Weiblich
3832,80+,SO,700,Weiblich
3833,80+,SO,832,Weiblich
3834,80+,SO,767,Weiblich
3835,80+,SO,557,Weiblich
3836,80+,SO,905,Weiblich
3837,80+,SO,805,Weiblich
3838,0 - 9,SZ,733,Männlich
3839,0 - 9,SZ,807,Männlich
3840,0 - 9,SZ,851,Männlich
3841,0 - 9,SZ,801,Männlich
3842,0 - 9,SZ,789,Männlich
3843,0 - 9,SZ,776,Männlich
3844,0 - 9,SZ,754,Männlich
3845,0 - 9,SZ,755,Männlich
3846,0 - 9,SZ,818,Männlich
3847,0 - 9,SZ,869,Männlich
3848,10 - 19,SZ,761,Männlich
3849,10 - 19,SZ,750,Männlich
3850,10 - 19,SZ,763,Männlich
3851,10 - 19,SZ,808,Männlich
3852,10 - 19,SZ,765,Männlich
3853,10 - 19,SZ,868,Männlich
3854,10 - 19,SZ,793,Männlich
3855,10 - 19,SZ,786,Männlich
3856,10 - 19,SZ,878,Männlich
3857,10 - 19,SZ,836,Männlich
3858,20 - 29,SZ,1054,Männlich
3859,20 - 29,SZ,1013,Männlich
3860,20 - 29,SZ,952,Männlich
3861,20 - 29,SZ,967,Männlich
3862,20 - 29,SZ,884,Männlich
3863,20 - 29,SZ,909,Männlich
3864,20 - 29,SZ,1003,Männlich
3865,20 - 29,SZ,873,Männlich
3866,20 - 29,SZ,1037,Männlich
3867,20 - 29,SZ,1016,Männlich
3868,30 - 39,SZ,1095,Männlich
3869,30 - 39,SZ,1106,Männlich
3870,30 - 39,SZ,1116,Männlich
3871,30 - 39,SZ,1065,Männlich
3872,30 - 39,SZ,1104,Männlich
3873,30 - 39,SZ,1121,Männlich
3874,30 - 39,SZ,1141,Männlich
3875,30 - 39,SZ,1130,Männlich
3876,30 - 39,SZ,1142,Männlich
3877,30 - 39,SZ,1052,Männlich
3878,40 - 49,SZ,1189,Männlich
3879,40 - 49,SZ,1298,Männlich
3880,40 - 49,SZ,1209,Männlich
3881,40 - 49,SZ,1341,Männlich
3882,40 - 49,SZ,1036,Männlich
3883,40 - 49,SZ,1143,Männlich
3884,40 - 49,SZ,1092,Männlich
3885,40 - 49,SZ,1117,Männlich
3886,40 - 49,SZ,1295,Männlich
3887,40 - 49,SZ,1132,Männlich
3888,50 - 59,SZ,1481,Männlich
3889,50 - 59,SZ,1392,Männlich
3890,50 - 59,SZ,1519,Männlich
3891,50 - 59,SZ,1325,Männlich
3892,50 - 59,SZ,1458,Männlich
3893,50 - 59,SZ,1425,Männlich
3894,50 - 59,SZ,1544,Männlich
3895,50 - 59,SZ,1225,Männlich
3896,50 - 59,SZ,1259,Männlich
3897,50 - 59,SZ,1398,Männlich
3898,60 - 69,SZ,806,Männlich
3899,60 - 69,SZ,825,Männlich
3900,60 - 69,SZ,853,Männlich
3901,60 - 69,SZ,914,Männlich
3902,60 - 69,SZ,1166,Männlich
3903,60 - 69,SZ,1011,Männlich
3904,60 - 69,SZ,1045,Männlich
3905,60 - 69,SZ,1241,Männlich
3906,60 - 69,SZ,853,Männlich
3907,60 - 69,SZ,972,Männlich
3908,70 - 79,SZ,760,Männlich
3909,70 - 79,SZ,640,Männlich
3910,70 - 79,SZ,768,Männlich
3911,70 - 79,SZ,657,Männlich
3912,70 - 79,SZ,527,Männlich
3913,70 - 79,SZ,409,Männlich
3914,70 - 79,SZ,554,Männlich
3915,70 - 79,SZ,690,Männlich
3916,70 - 79,SZ,469,Männlich
3917,70 - 79,SZ,813,Männlich
3918,80+,SZ,96,Männlich
3919,80+,SZ,129,Männlich
3920,80+,SZ,312,Männlich
3921,80+,SZ,51,Männlich
3922,80+,SZ,175,Männlich
3923,80+,SZ,301,Männlich
3924,80+,SZ,156,Männlich
3925,80+,SZ,397,Männlich
3926,80+,SZ,333,Männlich
3927,80+,SZ,16,Männlich
3928,80+,SZ,5,Männlich
3929,80+,SZ,236,Männlich
3930,80+,SZ,11,Männlich
3931,80+,SZ,20,Männlich
3932,80+,SZ,2,Männlich
3933,80+,SZ,386,Männlich
3934,80+,SZ,71,Männlich
3935,80+,SZ,18,Männlich
3936,80+,SZ,9,Männlich
3937,80+,SZ,53,Männlich
3938,80+,SZ,230,Männlich
3939,0 - 9,SZ,702,Weiblich
3940,0 - 9,SZ,739,Weiblich
3941,0 - 9,SZ,801,Weiblich
3942,0 - 9,SZ,787,Weiblich
3943,0 - 9,SZ,763,Weiblich
3944,0 - 9,SZ,779,Weiblich
3945,0 - 9,SZ,776,Weiblich
3946,0 - 9,SZ,778,Weiblich
3947,0 - 9,SZ,730,Weiblich
3948,0 - 9,SZ,734,Weiblich
3949,10 - 19,SZ,765,Weiblich
3950,10 - 19,SZ,727,Weiblich
3951,10 - 19,SZ,707,Weiblich
3952,10 - 19,SZ,706,Weiblich
3953,10 - 19,SZ,715,Weiblich
3954,10 - 19,SZ,741,Weiblich
3955,10 - 19,SZ,816,Weiblich
3956,10 - 19,SZ,782,Weiblich
3957,10 - 19,SZ,746,Weiblich
3958,10 - 19,SZ,731,Weiblich
3959,20 - 29,SZ,859,Weiblich
3960,20 - 29,SZ,899,Weiblich
3961,20 - 29,SZ,780,Weiblich
3962,20 - 29,SZ,927,Weiblich
3963,20 - 29,SZ,887,Weiblich
3964,20 - 29,SZ,959,Weiblich
3965,20 - 29,SZ,902,Weiblich
3966,20 - 29,SZ,953,Weiblich
3967,20 - 29,SZ,901,Weiblich
3968,20 - 29,SZ,1013,Weiblich
3969,30 - 39,SZ,991,Weiblich
3970,30 - 39,SZ,987,Weiblich
3971,30 - 39,SZ,1074,Weiblich
3972,30 - 39,SZ,1032,Weiblich
3973,30 - 39,SZ,1051,Weiblich
3974,30 - 39,SZ,1021,Weiblich
3975,30 - 39,SZ,1008,Weiblich
3976,30 - 39,SZ,1127,Weiblich
3977,30 - 39,SZ,1056,Weiblich
3978,30 - 39,SZ,979,Weiblich
3979,40 - 49,SZ,1047,Weiblich
3980,40 - 49,SZ,994,Weiblich
3981,40 - 49,SZ,1025,Weiblich
3982,40 - 49,SZ,1273,Weiblich
3983,40 - 49,SZ,1148,Weiblich
3984,40 - 49,SZ,1068,Weiblich
3985,40 - 49,SZ,1190,Weiblich
3986,40 - 49,SZ,1106,Weiblich
3987,40 - 49,SZ,1044,Weiblich
3988,40 - 49,SZ,1173,Weiblich
3989,50 - 59,SZ,1205,Weiblich
3990,50 - 59,SZ,1295,Weiblich
3991,50 - 59,SZ,1225,Weiblich
3992,50 - 59,SZ,1351,Weiblich
3993,50 - 59,SZ,1371,Weiblich
3994,50 - 59,SZ,1123,Weiblich
3995,50 - 59,SZ,1312,Weiblich
3996,50 - 59,SZ,1319,Weiblich
3997,50 - 59,SZ,1102,Weiblich
3998,50 - 59,SZ,1257,Weiblich
3999,60 - 69,SZ,933,Weiblich
4000,60 - 69,SZ,1038,Weiblich
4001,60 - 69,SZ,780,Weiblich
4002,60 - 69,SZ,857,Weiblich
4003,60 - 69,SZ,794,Weiblich
4004,60 - 69,SZ,1026,Weiblich
4005,60 - 69,SZ,966,Weiblich
4006,60 - 69,SZ,837,Weiblich
4007,60 - 69,SZ,865,Weiblich
4008,60 - 69,SZ,806,Weiblich
4009,70 - 79,SZ,611,Weiblich
4010,70 - 79,SZ,711,Weiblich
4011,70 - 79,SZ,580,Weiblich
4012,70 - 79,SZ,686,Weiblich
4013,70 - 79,SZ,781,Weiblich
4014,70 - 79,SZ,732,Weiblich
4015,70 - 79,SZ,630,Weiblich
4016,70 - 79,SZ,485,Weiblich
4017,70 - 79,SZ,563,Weiblich
4018,70 - 79,SZ,479,Weiblich
4019,80+,SZ,435,Weiblich
4020,80+,SZ,29,Weiblich
4021,80+,SZ,9,Weiblich
4022,80+,SZ,22,Weiblich
4023,80+,SZ,54,Weiblich
4024,80+,SZ,271,Weiblich
4025,80+,SZ,447,Weiblich
4026,80+,SZ,17,Weiblich
4027,80+,SZ,410,Weiblich
4028,80+,SZ,435,Weiblich
4029,80+,SZ,412,Weiblich
4030,80+,SZ,82,Weiblich
4031,80+,SZ,205,Weiblich
4032,80+,SZ,75,Weiblich
4033,80+,SZ,161,Weiblich
4034,80+,SZ,22,Weiblich
4035,80+,SZ,330,Weiblich
4036,80+,SZ,208,Weiblich
4037,80+,SZ,119,Weiblich
4038,80+,SZ,233,Weiblich
4039,80+,SZ,371,Weiblich
4040,0 - 9,TG,1463,Männlich
4041,0 - 9,TG,1447,Männlich
4042,0 - 9,TG,1495,Männlich
4043,0 - 9,TG,1552,Männlich
4044,0 - 9,TG,1453,Männlich
4045,0 - 9,TG,1500,Männlich
4046,0 - 9,TG,1495,Männlich
4047,0 - 9,TG,1547,Männlich
4048,0 - 9,TG,1487,Männlich
4049,0 - 9,TG,1428,Männlich
4050,10 - 19,TG,1349,Männlich
4051,10 - 19,TG,1379,Männlich
4052,10 - 19,TG,1584,Männlich
4053,10 - 19,TG,1429,Männlich
4054,10 - 19,TG,1326,Männlich
4055,10 - 19,TG,1388,Männlich
4056,10 - 19,TG,1409,Männlich
4057,10 - 19,TG,1414,Männlich
4058,10 - 19,TG,1509,Männlich
4059,10 - 19,TG,1378,Männlich
4060,20 - 29,TG,1768,Männlich
4061,20 - 29,TG,1878,Männlich
4062,20 - 29,TG,1585,Männlich
4063,20 - 29,TG,1655,Männlich
4064,20 - 29,TG,1931,Männlich
4065,20 - 29,TG,1726,Männlich
4066,20 - 29,TG,1619,Männlich
4067,20 - 29,TG,1964,Männlich
4068,20 - 29,TG,1662,Männlich
4069,20 - 29,TG,1886,Männlich
4070,30 - 39,TG,1977,Männlich
4071,30 - 39,TG,2012,Männlich
4072,30 - 39,TG,1952,Männlich
4073,30 - 39,TG,2017,Männlich
4074,30 - 39,TG,2096,Männlich
4075,30 - 39,TG,1857,Männlich
4076,30 - 39,TG,1982,Männlich
4077,30 - 39,TG,2059,Männlich
4078,30 - 39,TG,2014,Männlich
4079,30 - 39,TG,1870,Männlich
4080,40 - 49,TG,1814,Männlich
4081,40 - 49,TG,2064,Männlich
4082,40 - 49,TG,1766,Männlich
4083,40 - 49,TG,1775,Männlich
4084,40 - 49,TG,1780,Männlich
4085,40 - 49,TG,1933,Männlich
4086,40 - 49,TG,1907,Männlich
4087,40 - 49,TG,2034,Männlich
4088,40 - 49,TG,1751,Männlich
4089,40 - 49,TG,1830,Männlich
4090,50 - 59,TG,2326,Männlich
4091,50 - 59,TG,2407,Männlich
4092,50 - 59,TG,2024,Männlich
4093,50 - 59,TG,2293,Männlich
4094,50 - 59,TG,2210,Männlich
4095,50 - 59,TG,2313,Männlich
4096,50 - 59,TG,2066,Männlich
4097,50 - 59,TG,2138,Männlich
4098,50 - 59,TG,2406,Männlich
4099,50 - 59,TG,2279,Männlich
4100,60 - 69,TG,1897,Männlich
4101,60 - 69,TG,1451,Männlich
4102,60 - 69,TG,1416,Männlich
4103,60 - 69,TG,1843,Männlich
4104,60 - 69,TG,1585,Männlich
4105,60 - 69,TG,1357,Männlich
4106,60 - 69,TG,1868,Männlich
4107,60 - 69,TG,1684,Männlich
4108,60 - 69,TG,1381,Männlich
4109,60 - 69,TG,1723,Männlich
4110,70 - 79,TG,1251,Männlich
4111,70 - 79,TG,766,Männlich
4112,70 - 79,TG,1035,Männlich
4113,70 - 79,TG,1169,Männlich
4114,70 - 79,TG,941,Männlich
4115,70 - 79,TG,1291,Männlich
4116,70 - 79,TG,725,Männlich
4117,70 - 79,TG,1259,Männlich
4118,70 - 79,TG,1075,Männlich
4119,70 - 79,TG,830,Männlich
4120,80+,TG,5,Männlich
4121,80+,TG,48,Männlich
4122,80+,TG,16,Männlich
4123,80+,TG,673,Männlich
4124,80+,TG,552,Männlich
4125,80+,TG,412,Männlich
4126,80+,TG,124,Männlich
4127,80+,TG,269,Männlich
4128,80+,TG,563,Männlich
4129,80+,TG,3,Männlich
4130,80+,TG,186,Männlich
4131,80+,TG,20,Männlich
4132,80+,TG,73,Männlich
4133,80+,TG,5,Männlich
4134,80+,TG,297,Männlich
4135,80+,TG,449,Männlich
4136,80+,TG,605,Männlich
4137,80+,TG,37,Männlich
4138,80+,TG,334,Männlich
4139,80+,TG,93,Männlich
4140,80+,TG,216,Männlich
4141,0 - 9,TG,1484,Weiblich
4142,0 - 9,TG,1319,Weiblich
4143,0 - 9,TG,1384,Weiblich
4144,0 - 9,TG,1408,Weiblich
4145,0 - 9,TG,1422,Weiblich
4146,0 - 9,TG,1434,Weiblich
4147,0 - 9,TG,1301,Weiblich
4148,0 - 9,TG,1403,Weiblich
4149,0 - 9,TG,1317,Weiblich
4150,0 - 9,TG,1388,Weiblich
4151,10 - 19,TG,1285,Weiblich
4152,10 - 19,TG,1366,Weiblich
4153,10 - 19,TG,1284,Weiblich
4154,10 - 19,TG,1283,Weiblich
4155,10 - 19,TG,1311,Weiblich
4156,10 - 19,TG,1413,Weiblich
4157,10 - 19,TG,1387,Weiblich
4158,10 - 19,TG,1344,Weiblich
4159,10 - 19,TG,1307,Weiblich
4160,10 - 19,TG,1303,Weiblich
4161,20 - 29,TG,1869,Weiblich
4162,20 - 29,TG,1770,Weiblich
4163,20 - 29,TG,1536,Weiblich
4164,20 - 29,TG,1871,Weiblich
4165,20 - 29,TG,1561,Weiblich
4166,20 - 29,TG,1712,Weiblich
4167,20 - 29,TG,1428,Weiblich
4168,20 - 29,TG,1465,Weiblich
4169,20 - 29,TG,1788,Weiblich
4170,20 - 29,TG,1698,Weiblich
4171,30 - 39,TG,1897,Weiblich
4172,30 - 39,TG,1751,Weiblich
4173,30 - 39,TG,1936,Weiblich
4174,30 - 39,TG,1853,Weiblich
4175,30 - 39,TG,1818,Weiblich
4176,30 - 39,TG,1807,Weiblich
4177,30 - 39,TG,1819,Weiblich
4178,30 - 39,TG,1882,Weiblich
4179,30 - 39,TG,1838,Weiblich
4180,30 - 39,TG,1828,Weiblich
4181,40 - 49,TG,1658,Weiblich
4182,40 - 49,TG,1747,Weiblich
4183,40 - 49,TG,2003,Weiblich
4184,40 - 49,TG,1833,Weiblich
4185,40 - 49,TG,1688,Weiblich
4186,40 - 49,TG,2102,Weiblich
4187,40 - 49,TG,1748,Weiblich
4188,40 - 49,TG,1683,Weiblich
4189,40 - 49,TG,1991,Weiblich
4190,40 - 49,TG,1743,Weiblich
4191,50 - 59,TG,2293,Weiblich
4192,50 - 59,TG,2012,Weiblich
4193,50 - 59,TG,2240,Weiblich
4194,50 - 59,TG,2248,Weiblich
4195,50 - 59,TG,1918,Weiblich
4196,50 - 59,TG,2312,Weiblich
4197,50 - 59,TG,2336,Weiblich
4198,50 - 59,TG,2083,Weiblich
4199,50 - 59,TG,2311,Weiblich
4200,50 - 59,TG,2221,Weiblich
4201,60 - 69,TG,1503,Weiblich
4202,60 - 69,TG,1870,Weiblich
4203,60 - 69,TG,1717,Weiblich
4204,60 - 69,TG,1427,Weiblich
4205,60 - 69,TG,1799,Weiblich
4206,60 - 69,TG,1530,Weiblich
4207,60 - 69,TG,1379,Weiblich
4208,60 - 69,TG,1571,Weiblich
4209,60 - 69,TG,1751,Weiblich
4210,60 - 69,TG,1341,Weiblich
4211,70 - 79,TG,1338,Weiblich
4212,70 - 79,TG,964,Weiblich
4213,70 - 79,TG,1137,Weiblich
4214,70 - 79,TG,1245,Weiblich
4215,70 - 79,TG,1318,Weiblich
4216,70 - 79,TG,1160,Weiblich
4217,70 - 79,TG,968,Weiblich
4218,70 - 79,TG,1069,Weiblich
4219,70 - 79,TG,1190,Weiblich
4220,70 - 79,TG,898,Weiblich
4221,80+,TG,21,Weiblich
4222,80+,TG,81,Weiblich
4223,80+,TG,197,Weiblich
4224,80+,TG,509,Weiblich
4225,80+,TG,35,Weiblich
4226,80+,TG,750,Weiblich
4227,80+,TG,510,Weiblich
4228,80+,TG,396,Weiblich
4229,80+,TG,279,Weiblich
4230,80+,TG,41,Weiblich
4231,80+,TG,452,Weiblich
4232,80+,TG,158,Weiblich
4233,80+,TG,588,Weiblich
4234,80+,TG,810,Weiblich
4235,80+,TG,106,Weiblich
4236,80+,TG,247,Weiblich
4237,80+,TG,733,Weiblich
4238,80+,TG,38,Weiblich
4239,80+,TG,756,Weiblich
4240,80+,TG,650,Weiblich
4241,80+,TG,315,Weiblich
4242,0 - 9,TI,1702,Männlich
4243,0 - 9,TI,1551,Männlich
4244,0 - 9,TI,1662,Männlich
4245,0 - 9,TI,1517,Männlich
4246,0 - 9,TI,1267,Männlich
4247,0 - 9,TI,1535,Männlich
4248,0 - 9,TI,1487,Männlich
4249,0 - 9,TI,1641,Männlich
4250,0 - 9,TI,1565,Männlich
4251,0 - 9,TI,1398,Männlich
4252,10 - 19,TI,1734,Männlich
4253,10 - 19,TI,1804,Männlich
4254,10 - 19,TI,1737,Männlich
4255,10 - 19,TI,1740,Männlich
4256,10 - 19,TI,1668,Männlich
4257,10 - 19,TI,1852,Männlich
4258,10 - 19,TI,1713,Männlich
4259,10 - 19,TI,1684,Männlich
4260,10 - 19,TI,1653,Männlich
4261,10 - 19,TI,1884,Männlich
4262,20 - 29,TI,1914,Männlich
4263,20 - 29,TI,1904,Männlich
4264,20 - 29,TI,2026,Männlich
4265,20 - 29,TI,1966,Männlich
4266,20 - 29,TI,1897,Männlich
4267,20 - 29,TI,2000,Männlich
4268,20 - 29,TI,1873,Männlich
4269,20 - 29,TI,1930,Männlich
4270,20 - 29,TI,1894,Männlich
4271,20 - 29,TI,2002,Männlich
4272,30 - 39,TI,2018,Männlich
4273,30 - 39,TI,2096,Männlich
4274,30 - 39,TI,1961,Männlich
4275,30 - 39,TI,2051,Männlich
