Date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,CH
2020-10-10,2520.0,,,,1137.0,1264.0,177.0,,,,,,,,,,,,555.0,91.0,,,,332.0,433.0,,8780.0
2020-10-11,2525.0,,,,1143.0,1274.0,179.0,,,,,,,,,,,,555.0,91.0,,,,332.0,435.0,,8805.0
2020-10-12,,,,,1148.0,1279.0,180.0,,,,,,,,,,,,591.0,92.0,933.0,,,333.0,460.0,,8879.0
2020-10-13,2545.0,,,,1157.0,1288.0,182.0,,,,,,,,,,,,611.0,93.0,934.0,,,333.0,478.0,,8959.0
2020-10-14,2570.0,,,,1162.0,1297.0,183.0,,,,,,,,,,,,637.0,95.0,936.0,145.0,,334.0,505.0,,9064.0
2020-10-15,2595.0,,,,1165.0,1306.0,185.0,,,,,,,,,,,,667.0,96.0,937.0,,,334.0,532.0,,9162.0
2020-10-16,2625.0,,,,1175.0,1308.0,189.0,,,,,,,,,,,,689.0,98.0,937.0,145.0,,334.0,558.0,,9258.0
2020-10-17,2650.0,,,,1187.0,1327.0,190.0,,,,,,,,,,,,689.0,99.0,938.0,,,334.0,572.0,,9331.0
2020-10-18,2675.0,,,,1199.0,1341.0,191.0,,,,,,,,,,,,689.0,99.0,940.0,,,336.0,572.0,,9387.0
2020-10-19,2710.0,,,,1215.0,1364.0,191.0,,,,,,,,,,,,764.0,101.0,940.0,159.0,,339.0,613.0,,9596.0
2020-10-20,,,,,1233.0,1370.0,193.0,,,,,,,,,,,,796.0,101.0,941.0,172.0,,339.0,660.0,,9715.0
2020-10-21,,,,,,1377.0,,,,,,,,,,,,,803.0,,944.0,,,,691.0,,9763.0
