Date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,CH,AG_diff,AG_pc,AI_diff,AI_pc,AR_diff,AR_pc,BE_diff,BE_pc,BL_diff,BL_pc,BS_diff,BS_pc,FR_diff,FR_pc,GE_diff,GE_pc,GL_diff,GL_pc,GR_diff,GR_pc,JU_diff,JU_pc,LU_diff,LU_pc,NE_diff,NE_pc,NW_diff,NW_pc,OW_diff,OW_pc,SG_diff,SG_pc,SH_diff,SH_pc,SO_diff,SO_pc,SZ_diff,SZ_pc,TG_diff,TG_pc,TI_diff,TI_pc,UR_diff,UR_pc,VD_diff,VD_pc,VS_diff,VS_pc,ZG_diff,ZG_pc,ZH_diff,ZH_pc,CH_diff,CH_pc
2020-07-18,248.0,,,121.0,59.0,46.0,133.0,184.0,,26.0,54.0,,40.0,4.0,,137.0,,,68.0,49.0,,,366.0,153.0,57.0,608.0,2630.0,7.0,0.0001630540550491529,0.0,,0.0,,7.0,7.955459943930445e-05,0.0,3.879108567701622e-05,2.0,3.024389730750417e-05,8.0,8.744431178039249e-05,13.0,0.00012097558923001668,0.0,,0.0,1.7094376739024094e-05,0.0,3.55037055348962e-05,0.0,,0.0,2.6299041136960148e-05,1.0,2.6299041136960146e-06,0.0,,2.0,9.00742158940885e-05,0.0,,0.0,,1.0,4.470836993283225e-05,2.0,3.221632539277618e-05,0.0,,0.0,,10.0,0.00024063622640318533,0.0,0.00010059383234887256,0.0,3.747613362016821e-05,15.0,0.0003997454252817942,68.0,0.0017291619547551297
2020-07-19,250.0,,,131.0,59.0,47.0,138.0,188.0,,26.0,54.0,84.0,40.0,4.0,,139.0,,,68.0,53.0,,,372.0,154.0,57.0,621.0,2684.0,2.0,0.0001643690071060009,0.0,,0.0,,10.0,8.612935972354448e-05,0.0,3.879108567701622e-05,1.0,3.090137333592817e-05,5.0,9.07316919225125e-05,4.0,0.0001236054933437127,0.0,,0.0,1.7094376739024094e-05,0.0,3.55037055348962e-05,6.0,5.5227986387616306e-05,0.0,2.6299041136960148e-05,0.0,2.6299041136960146e-06,0.0,,2.0,9.138916795093651e-05,0.0,,0.0,,0.0,4.470836993283225e-05,4.0,3.4846229506472195e-05,0.0,,0.0,,6.0,0.0002445810825737294,1.0,0.00010125130837729657,0.0,3.747613362016821e-05,13.0,0.0004082926136513063,54.0,0.001764665660290026
2020-07-20,257.0,0.0,7.0,135.0,59.0,48.0,145.0,205.0,8.0,28.0,54.0,84.0,42.0,4.0,7.0,148.0,23.0,63.0,69.0,53.0,92.0,19.0,385.0,157.0,59.0,636.0,2787.0,7.0,0.00016897133930496893,0.0,0.0,0.0,4.602332198968026e-06,4.0,8.875926383724049e-05,0.0,3.879108567701622e-05,1.0,3.155884936435218e-05,7.0,9.533402412148053e-05,17.0,0.00013478258582692076,0.0,5.259808227392029e-06,2.0,1.8409328795872103e-05,0.0,3.55037055348962e-05,0.0,5.5227986387616306e-05,2.0,2.7613993193808153e-05,0.0,2.6299041136960146e-06,1.0,4.602332198968026e-06,9.0,9.730645220675255e-05,1.0,1.5121948653752085e-05,3.0,4.142098979071223e-05,1.0,4.536584596125625e-05,0.0,3.4846229506472195e-05,14.0,6.048779461500834e-05,1.0,1.249204454005607e-05,13.0,0.0002531282709432414,3.0,0.00010322373646256858,2.0,3.879108567701622e-05,15.0,0.0004181547540776663,103.0,0.0018323856912176983
2020-07-21,274.0,0.0,7.0,139.0,60.0,54.0,146.0,235.0,9.0,30.0,54.0,93.0,43.0,4.0,8.0,158.0,24.0,65.0,71.0,55.0,98.0,,391.0,159.0,63.0,674.0,2933.0,17.0,0.000180148431788177,0.0,0.0,0.0,4.602332198968026e-06,4.0,9.138916795093651e-05,1.0,3.9448561705440216e-05,6.0,3.55037055348962e-05,1.0,9.599150014990453e-05,30.0,0.00015450686667964087,1.0,5.917284255816033e-06,2.0,1.9724280852720108e-05,0.0,3.55037055348962e-05,9.0,6.114527064343235e-05,1.0,2.827146922223216e-05,0.0,2.6299041136960146e-06,1.0,5.259808227392029e-06,10.0,0.00010388121249099258,1.0,1.577942468217609e-05,2.0,4.273594184756024e-05,2.0,4.668079801810426e-05,2.0,3.61611815633202e-05,6.0,6.443265078555236e-05,0.0,,6.0,0.00025707312711378545,2.0,0.00010453868851941658,4.0,4.142098979071223e-05,38.0,0.00044313884315777844,146.0,0.0019283771913676028
2020-07-22,283.0,0.0,,143.0,64.0,54.0,152.0,263.0,10.0,36.0,54.0,97.0,44.0,4.0,8.0,164.0,25.0,66.0,73.0,60.0,100.0,,402.0,162.0,66.0,701.0,3057.0,9.0,0.00018606571604399305,0.0,0.0,0.0,,4.0,9.401907206463252e-05,4.0,4.2078465819136234e-05,0.0,3.55037055348962e-05,6.0,9.993635632044856e-05,28.0,0.00017291619547551296,1.0,6.574760284240037e-06,6.0,2.366913702326413e-05,0.0,3.55037055348962e-05,4.0,6.377517475712836e-05,1.0,2.892894525065616e-05,0.0,2.6299041136960146e-06,0.0,5.259808227392029e-06,6.0,0.0001078260686615366,1.0,1.6436900710600092e-05,1.0,4.339341787598424e-05,2.0,4.799575007495227e-05,5.0,3.9448561705440216e-05,2.0,6.574760284240037e-05,0.0,,11.0,0.00026430536342644947,3.0,0.00010651111660468859,3.0,4.339341787598424e-05,27.0,0.00046089069592522656,124.0,0.002009904218892179
2020-07-23,298.0,,7.0,145.0,66.0,55.0,153.0,308.0,10.0,57.0,54.0,97.0,45.0,4.0,8.0,167.0,27.0,69.0,75.0,62.0,101.0,22.0,413.0,164.0,68.0,725.0,3200.0,15.0,0.0001959278564703531,0.0,,0.0,4.602332198968026e-06,2.0,9.533402412148053e-05,2.0,4.339341787598424e-05,1.0,3.61611815633202e-05,1.0,0.00010059383234887256,45.0,0.00020250261675459314,0.0,6.574760284240037e-06,21.0,3.747613362016821e-05,0.0,3.55037055348962e-05,0.0,6.377517475712836e-05,1.0,2.9586421279080164e-05,0.0,2.6299041136960146e-06,0.0,5.259808227392029e-06,3.0,0.00010979849674680861,2.0,1.77518527674481e-05,3.0,4.536584596125625e-05,2.0,4.931070213180027e-05,2.0,4.076351376228823e-05,1.0,6.640507887082437e-05,3.0,1.446447262532808e-05,11.0,0.0002715375997391135,2.0,0.0001078260686615366,2.0,4.470836993283225e-05,24.0,0.00047667012060740265,143.0,0.0021039232909568118
2020-07-24,313.0,0.0,8.0,149.0,68.0,56.0,156.0,349.0,10.0,70.0,54.0,104.0,46.0,4.0,8.0,177.0,27.0,71.0,77.0,65.0,102.0,22.0,428.0,166.0,69.0,748.0,3347.0,15.0,0.00020578999689671313,0.0,0.0,1.0,5.259808227392029e-06,4.0,9.796392823517655e-05,2.0,4.470836993283225e-05,1.0,3.6818657591744206e-05,3.0,0.00010256626043414457,41.0,0.00022945913391997727,0.0,6.574760284240037e-06,13.0,4.6023321989680256e-05,0.0,3.55037055348962e-05,7.0,6.837750695609638e-05,1.0,3.024389730750417e-05,0.0,2.6299041136960146e-06,0.0,5.259808227392029e-06,10.0,0.00011637325703104864,0.0,1.77518527674481e-05,2.0,4.668079801810426e-05,2.0,5.0625654188648284e-05,3.0,4.273594184756024e-05,1.0,6.706255489924838e-05,0.0,1.446447262532808e-05,15.0,0.00028139974016547356,2.0,0.00010914102071838461,1.0,4.536584596125625e-05,23.0,0.0004917920692611548,147.0,0.0022005722671351404
2020-07-25,319.0,,,,72.0,57.0,160.0,390.0,,80.0,54.0,,46.0,4.0,,179.0,,,79.0,69.0,,,440.0,166.0,69.0,762.0,3447.0,6.0,0.00020973485306725716,0.0,,0.0,,0.0,,4.0,4.733827404652826e-05,1.0,3.747613362016821e-05,4.0,0.00010519616454784059,41.0,0.0002564156510853614,0.0,,10.0,5.2598082273920295e-05,0.0,3.55037055348962e-05,0.0,,0.0,3.024389730750417e-05,0.0,2.6299041136960146e-06,0.0,,2.0,0.00011768820908789666,0.0,,0.0,,2.0,5.194060624549629e-05,4.0,4.536584596125625e-05,0.0,,0.0,,12.0,0.0002892894525065616,0.0,0.00010914102071838461,0.0,4.536584596125625e-05,14.0,0.0005009967336590908,100.0,0.0022663198699775407
2020-07-26,321.0,,,162.0,72.0,58.0,161.0,401.0,,82.0,54.0,106.0,47.0,4.0,,180.0,,,79.0,71.0,,,447.0,167.0,69.0,768.0,3497.0,2.0,0.00021104980512410518,0.0,,0.0,,13.0,0.00010651111660468859,0.0,4.733827404652826e-05,1.0,3.813360964859221e-05,1.0,0.00010585364057626459,11.0,0.00026364788739802544,0.0,,2.0,5.39130343307683e-05,0.0,3.55037055348962e-05,2.0,6.969245901294439e-05,1.0,3.090137333592817e-05,0.0,2.6299041136960146e-06,0.0,,1.0,0.00011834568511632066,0.0,,0.0,,0.0,5.194060624549629e-05,2.0,4.668079801810426e-05,0.0,,0.0,,7.0,0.0002938917847055296,1.0,0.00010979849674680861,0.0,4.536584596125625e-05,6.0,0.0005049415898296349,50.0,0.002299193671398741
2020-07-27,325.0,0.0,8.0,172.0,72.0,60.0,162.0,463.0,10.0,85.0,54.0,106.0,47.0,4.0,8.0,192.0,28.0,79.0,79.0,72.0,106.0,,468.0,169.0,70.0,788.0,3649.0,4.0,0.00021367970923780118,0.0,0.0,0.0,5.259808227392029e-06,10.0,0.00011308587688892864,0.0,4.733827404652826e-05,2.0,3.9448561705440216e-05,1.0,0.00010651111660468859,62.0,0.0003044114011603137,0.0,6.574760284240037e-06,3.0,5.588546241604031e-05,0.0,3.55037055348962e-05,0.0,6.969245901294439e-05,0.0,3.090137333592817e-05,0.0,2.6299041136960146e-06,0.0,5.259808227392029e-06,12.0,0.00012623539745740871,1.0,1.8409328795872103e-05,8.0,5.194060624549629e-05,0.0,5.194060624549629e-05,1.0,4.733827404652826e-05,4.0,6.969245901294439e-05,0.0,,21.0,0.0003076987813024337,2.0,0.00011111344880365662,1.0,4.6023321989680256e-05,20.0,0.0005180911103981148,152.0,0.0023991300277191895
2020-07-28,341.0,,8.0,182.0,75.0,61.0,166.0,507.0,10.0,86.0,55.0,113.0,49.0,4.0,8.0,197.0,31.0,81.0,83.0,75.0,109.0,22.0,495.0,174.0,71.0,813.0,3816.0,16.0,0.00022419932569258525,0.0,,0.0,5.259808227392029e-06,10.0,0.00011966063717316867,3.0,4.931070213180027e-05,1.0,4.010603773386422e-05,4.0,0.00010914102071838461,44.0,0.00033334034641096985,0.0,6.574760284240037e-06,1.0,5.654293844446432e-05,1.0,3.61611815633202e-05,7.0,7.429479121191241e-05,2.0,3.221632539277618e-05,0.0,2.6299041136960146e-06,0.0,5.259808227392029e-06,5.0,0.0001295227775995287,3.0,2.0381756881144114e-05,2.0,5.3255558302344295e-05,4.0,5.4570510359192307e-05,3.0,4.931070213180027e-05,3.0,7.16648870982164e-05,0.0,1.446447262532808e-05,27.0,0.0003254506340698818,5.0,0.00011440082894577663,1.0,4.668079801810426e-05,25.0,0.000534528011108715,167.0,0.002508928524465998
2020-07-29,352.0,0.0,8.0,184.0,76.0,65.0,173.0,569.0,10.0,90.0,55.0,119.0,52.0,4.0,9.0,206.0,37.0,82.0,87.0,78.0,113.0,23.0,535.0,183.0,77.0,858.0,4045.0,11.0,0.0002314315620052493,0.0,0.0,0.0,5.259808227392029e-06,2.0,0.00012097558923001668,1.0,4.996817816022428e-05,4.0,4.273594184756024e-05,7.0,0.00011374335291735263,62.0,0.00037410386017325807,0.0,6.574760284240037e-06,4.0,5.917284255816033e-05,0.0,3.61611815633202e-05,6.0,7.823964738245643e-05,3.0,3.418875347804819e-05,0.0,2.6299041136960146e-06,1.0,5.917284255816033e-06,9.0,0.00013544006185534476,6.0,2.4326613051688137e-05,1.0,5.39130343307683e-05,4.0,5.720041447288832e-05,3.0,5.1283130217072283e-05,4.0,7.429479121191241e-05,1.0,1.5121948653752085e-05,40.0,0.00035174967520684193,9.0,0.00012031811320159267,6.0,5.0625654188648284e-05,45.0,0.0005641144323877952,229.0,0.0026594905349750946
2020-07-30,375.0,0.0,8.0,188.0,77.0,74.0,183.0,623.0,11.0,95.0,55.0,131.0,56.0,5.0,10.0,208.0,38.0,84.0,94.0,82.0,116.0,23.0,557.0,191.0,82.0,888.0,4254.0,23.0,0.00024655351065900135,0.0,0.0,0.0,5.259808227392029e-06,4.0,0.0001236054933437127,1.0,5.0625654188648284e-05,9.0,4.865322610337627e-05,10.0,0.00012031811320159267,54.0,0.0004096075657081543,1.0,7.23223631266404e-06,5.0,6.246022270028034e-05,0.0,3.61611815633202e-05,12.0,8.612935972354448e-05,4.0,3.6818657591744206e-05,1.0,3.2873801421200185e-06,1.0,6.574760284240037e-06,2.0,0.00013675501391219276,1.0,2.498408908011214e-05,2.0,5.5227986387616306e-05,7.0,6.180274667185635e-05,4.0,5.39130343307683e-05,3.0,7.626721929718442e-05,0.0,1.5121948653752085e-05,22.0,0.00036621414783217,8.0,0.0001255779214289847,5.0,5.39130343307683e-05,30.0,0.0005838387132405153,209.0,0.0027969030249157117
2020-07-31,385.0,0.0,9.0,201.0,82.0,76.0,191.0,655.0,13.0,96.0,55.0,139.0,57.0,5.0,10.0,212.0,39.0,86.0,96.0,84.0,120.0,23.0,576.0,193.0,86.0,919.0,4408.0,10.0,0.0002531282709432414,0.0,0.0,1.0,5.917284255816033e-06,13.0,0.00013215268171322473,5.0,5.39130343307683e-05,2.0,4.996817816022428e-05,8.0,0.0001255779214289847,32.0,0.0004306467986177224,2.0,8.547188369512047e-06,1.0,6.311769872870436e-05,0.0,3.61611815633202e-05,8.0,9.138916795093651e-05,1.0,3.747613362016821e-05,0.0,3.2873801421200185e-06,0.0,6.574760284240037e-06,4.0,0.00013938491802588878,1.0,2.5641565108536142e-05,2.0,5.654293844446432e-05,2.0,6.311769872870436e-05,2.0,5.5227986387616306e-05,4.0,7.889712341088043e-05,0.0,1.5121948653752085e-05,19.0,0.0003787061923722261,2.0,0.0001268928734858327,4.0,5.654293844446432e-05,31.0,0.0006042204701216594,154.0,0.0028981543332930082
2020-08-01,401.0,,,215.0,84.0,86.0,194.0,685.0,,103.0,55.0,143.0,60.0,5.0,,212.0,,,98.0,85.0,,,603.0,196.0,86.0,942.0,4553.0,16.0,0.00026364788739802544,0.0,,0.0,,14.0,0.00014135734611116078,2.0,5.5227986387616306e-05,10.0,5.654293844446432e-05,3.0,0.0001275503495142567,30.0,0.0004503710794704425,0.0,,7.0,6.772003092767238e-05,0.0,3.61611815633202e-05,4.0,9.401907206463252e-05,3.0,3.9448561705440216e-05,0.0,3.2873801421200185e-06,0.0,,0.0,0.00013938491802588878,0.0,,0.0,,2.0,6.443265078555236e-05,1.0,5.588546241604031e-05,0.0,,0.0,,27.0,0.0003964580451396742,3.0,0.0001288653015711047,0.0,5.654293844446432e-05,23.0,0.0006193424187754114,145.0,0.0029934883574144885
2020-08-02,403.0,,,233.0,85.0,90.0,199.0,707.0,,105.0,55.0,,60.0,5.0,,214.0,,,98.0,87.0,,,616.0,197.0,86.0,953.0,4636.0,2.0,0.0002649628394548735,0.0,,0.0,,18.0,0.00015319191462279284,1.0,5.588546241604031e-05,4.0,5.917284255816033e-05,5.0,0.00013083772965637674,22.0,0.0004648355520957706,0.0,,2.0,6.903498298452039e-05,0.0,3.61611815633202e-05,0.0,,0.0,3.9448561705440216e-05,0.0,3.2873801421200185e-06,0.0,,2.0,0.00014069987008273678,0.0,,0.0,,0.0,6.443265078555236e-05,2.0,5.720041447288832e-05,0.0,,0.0,,13.0,0.0004050052335091863,1.0,0.0001295227775995287,0.0,5.654293844446432e-05,11.0,0.0006265746550880754,83.0,0.003048058867773681
2020-08-03,408.0,0.0,10.0,238.0,87.0,91.0,201.0,742.0,13.0,105.0,55.0,147.0,61.0,5.0,10.0,220.0,43.0,95.0,98.0,88.0,127.0,24.0,635.0,200.0,91.0,965.0,4759.0,5.0,0.0002682502195969935,0.0,0.0,1.0,6.574760284240037e-06,5.0,0.00015647929476491287,2.0,5.720041447288832e-05,1.0,5.9830318586584334e-05,2.0,0.00013215268171322473,35.0,0.0004878472130906107,0.0,8.547188369512047e-06,0.0,6.903498298452039e-05,0.0,3.61611815633202e-05,4.0,9.664897617832853e-05,1.0,4.010603773386422e-05,0.0,3.2873801421200185e-06,0.0,6.574760284240037e-06,6.0,0.0001446447262532808,4.0,2.827146922223216e-05,9.0,6.246022270028034e-05,0.0,6.443265078555236e-05,1.0,5.785789050131232e-05,7.0,8.349945560984847e-05,1.0,1.577942468217609e-05,19.0,0.00041749727804924234,3.0,0.00013149520568480073,5.0,5.9830318586584334e-05,12.0,0.0006344643674291635,123.0,0.0031289284192698333
2020-08-04,423.0,,10.0,241.0,94.0,95.0,201.0,774.0,14.0,107.0,55.0,157.0,63.0,5.0,12.0,234.0,46.0,96.0,101.0,89.0,127.0,24.0,649.0,208.0,94.0,983.0,4902.0,15.0,0.00027811236002335353,0.0,,0.0,6.574760284240037e-06,3.0,0.0001584517228501849,7.0,6.180274667185635e-05,4.0,6.246022270028034e-05,0.0,0.00013215268171322473,32.0,0.0005088864460001788,1.0,9.204664397936052e-06,2.0,7.034993504136839e-05,0.0,3.61611815633202e-05,10.0,0.00010322373646256858,2.0,4.142098979071223e-05,0.0,3.2873801421200185e-06,2.0,7.889712341088045e-06,14.0,0.00015384939065121684,3.0,3.024389730750417e-05,1.0,6.311769872870436e-05,3.0,6.640507887082437e-05,1.0,5.851536652973633e-05,0.0,8.349945560984847e-05,0.0,1.577942468217609e-05,14.0,0.0004267019424471784,8.0,0.00013675501391219276,3.0,6.180274667185635e-05,18.0,0.0006462989359407956,143.0,0.003222947491334466
2020-08-05,439.0,0.0,10.0,255.0,99.0,101.0,209.0,805.0,16.0,109.0,55.0,170.0,64.0,6.0,12.0,244.0,53.0,104.0,104.0,92.0,130.0,24.0,668.0,212.0,94.0,1034.0,5109.0,16.0,0.00028863197647813763,0.0,0.0,0.0,6.574760284240037e-06,14.0,0.00016765638724812094,5.0,6.509012681397637e-05,6.0,6.640507887082437e-05,8.0,0.00013741248994061675,31.0,0.0005292682028813229,2.0,1.0519616454784058e-05,2.0,7.16648870982164e-05,0.0,3.61611815633202e-05,13.0,0.00011177092483208062,1.0,4.2078465819136234e-05,1.0,3.944856170544022e-06,0.0,7.889712341088045e-06,10.0,0.0001604241509354569,7.0,3.4846229506472195e-05,8.0,6.837750695609638e-05,3.0,6.837750695609638e-05,3.0,6.048779461500834e-05,3.0,8.547188369512048e-05,0.0,1.577942468217609e-05,19.0,0.00043919398698723445,4.0,0.00013938491802588878,0.0,6.180274667185635e-05,51.0,0.0006798302133904198,207.0,0.0033590450292182348
2020-08-06,457.0,,10.0,267.0,101.0,103.0,214.0,840.0,17.0,110.0,55.0,175.0,65.0,6.0,12.0,253.0,54.0,105.0,109.0,95.0,131.0,24.0,686.0,218.0,94.0,1069.0,5270.0,18.0,0.00030046654498976967,0.0,,0.0,6.574760284240037e-06,12.0,0.00017554609958920898,2.0,6.640507887082437e-05,2.0,6.772003092767238e-05,5.0,0.00014069987008273678,35.0,0.0005522798638761631,1.0,1.1177092483208063e-05,1.0,7.23223631266404e-05,0.0,3.61611815633202e-05,5.0,0.00011505830497420065,1.0,4.273594184756024e-05,0.0,3.944856170544022e-06,0.0,7.889712341088045e-06,9.0,0.00016634143519127294,1.0,3.55037055348962e-05,1.0,6.903498298452039e-05,5.0,7.16648870982164e-05,3.0,6.246022270028034e-05,1.0,8.612935972354448e-05,0.0,1.577942468217609e-05,18.0,0.0004510285554988665,6.0,0.0001433297741964328,0.0,6.180274667185635e-05,35.0,0.0007028418743852599,161.0,0.0034648986697944995
2020-08-07,467.0,0.0,10.0,280.0,103.0,104.0,218.0,885.0,17.0,112.0,55.0,181.0,68.0,6.0,12.0,263.0,57.0,108.0,109.0,98.0,134.0,24.0,708.0,225.0,95.0,1101.0,5440.0,10.0,0.0003070413052740097,0.0,0.0,0.0,6.574760284240037e-06,13.0,0.00018409328795872102,2.0,6.772003092767238e-05,1.0,6.837750695609638e-05,4.0,0.0001433297741964328,45.0,0.0005818662851552433,0.0,1.1177092483208063e-05,2.0,7.363731518348841e-05,0.0,3.61611815633202e-05,6.0,0.00011900316114474467,3.0,4.470836993283225e-05,0.0,3.944856170544022e-06,0.0,7.889712341088045e-06,10.0,0.00017291619547551296,3.0,3.747613362016821e-05,3.0,7.10074110697924e-05,0.0,7.16648870982164e-05,3.0,6.443265078555236e-05,3.0,8.810178780881649e-05,0.0,1.577942468217609e-05,22.0,0.0004654930281241946,7.0,0.00014793210639540082,1.0,6.246022270028034e-05,32.0,0.0007238811072948281,170.0,0.00357666959462658
2020-08-08,475.0,,,288.0,103.0,105.0,219.0,911.0,,113.0,55.0,189.0,69.0,7.0,,266.0,,,111.0,105.0,,,724.0,231.0,95.0,1142.0,5570.0,8.0,0.00031230111350140176,0.0,,0.0,,8.0,0.00018935309618611304,0.0,6.772003092767238e-05,1.0,6.903498298452039e-05,1.0,0.0001439872502248568,26.0,0.0005989606618942673,0.0,,1.0,7.429479121191241e-05,0.0,3.61611815633202e-05,8.0,0.0001242629693721367,1.0,4.536584596125625e-05,1.0,4.602332198968026e-06,0.0,,3.0,0.00017488862356078498,0.0,,0.0,,2.0,7.297983915506441e-05,7.0,6.903498298452039e-05,0.0,,0.0,,16.0,0.0004760126445789787,6.0,0.00015187696256594485,0.0,6.246022270028034e-05,41.0,0.0007508376244602121,130.0,0.0036621414783217002
2020-08-09,478.0,,,293.0,103.0,107.0,225.0,944.0,,113.0,55.0,,69.0,7.0,,273.0,,,111.0,112.0,,,730.0,234.0,95.0,1158.0,5658.0,3.0,0.00031427354158667373,0.0,,0.0,,5.0,0.00019264047632823307,0.0,6.772003092767238e-05,2.0,7.034993504136839e-05,6.0,0.00014793210639540082,33.0,0.0006206573708322595,0.0,,0.0,7.429479121191241e-05,0.0,3.61611815633202e-05,0.0,,0.0,4.536584596125625e-05,0.0,4.602332198968026e-06,0.0,,7.0,0.000179490955759753,0.0,,0.0,,0.0,7.297983915506441e-05,7.0,7.363731518348841e-05,0.0,,0.0,,6.0,0.00047995750074952267,3.0,0.00015384939065121684,0.0,6.246022270028034e-05,16.0,0.0007613572409149962,88.0,0.003719999368823013
2020-08-10,487.0,0.0,13.0,297.0,103.0,109.0,230.0,980.0,18.0,117.0,55.0,190.0,73.0,7.0,13.0,286.0,59.0,118.0,111.0,119.0,138.0,24.0,755.0,245.0,100.0,1197.0,5844.0,9.0,0.0003201908258424898,0.0,0.0,3.0,8.547188369512047e-06,4.0,0.0001952703804419291,0.0,6.772003092767238e-05,2.0,7.16648870982164e-05,5.0,0.00015121948653752085,36.0,0.0006443265078555236,1.0,1.1834568511632065e-05,4.0,7.692469532560842e-05,0.0,3.61611815633202e-05,1.0,0.0001249204454005607,4.0,4.799575007495227e-05,0.0,4.602332198968026e-06,1.0,8.547188369512047e-06,13.0,0.00018803814412926505,2.0,3.879108567701622e-05,10.0,7.758217135403243e-05,0.0,7.297983915506441e-05,7.0,7.823964738245643e-05,4.0,9.07316919225125e-05,0.0,1.577942468217609e-05,25.0,0.0004963944014601228,11.0,0.0001610816269638809,5.0,6.574760284240037e-05,39.0,0.0007869988060235323,186.0,0.0038422899101098773
2020-08-11,516.0,,13.0,310.0,111.0,114.0,234.0,1036.0,19.0,119.0,55.0,197.0,78.0,7.0,13.0,296.0,61.0,123.0,120.0,121.0,143.0,26.0,780.0,252.0,103.0,1261.0,6108.0,29.0,0.00033925763066678587,0.0,,0.0,8.547188369512047e-06,13.0,0.00020381756881144114,8.0,7.297983915506441e-05,5.0,7.495226724033642e-05,4.0,0.00015384939065121684,56.0,0.0006811451654472678,1.0,1.249204454005607e-05,2.0,7.823964738245643e-05,0.0,3.61611815633202e-05,7.0,0.0001295227775995287,5.0,5.1283130217072283e-05,0.0,4.602332198968026e-06,0.0,8.547188369512047e-06,10.0,0.0001946129044135051,2.0,4.010603773386422e-05,5.0,8.086955149615244e-05,9.0,7.889712341088043e-05,2.0,7.955459943930445e-05,5.0,9.401907206463252e-05,2.0,1.7094376739024094e-05,25.0,0.0005128313021707228,7.0,0.0001656839591628489,3.0,6.772003092767238e-05,64.0,0.0008290772718426686,264.0,0.004015863581613814
2020-08-12,540.0,0.0,,324.0,115.0,120.0,242.0,1068.0,21.0,119.0,55.0,205.0,85.0,7.0,13.0,306.0,69.0,133.0,122.0,126.0,145.0,27.0,804.0,260.0,105.0,1313.0,6337.0,24.0,0.00035503705534896195,0.0,0.0,0.0,,14.0,0.00021302223320937718,4.0,7.560974326876042e-05,6.0,7.889712341088043e-05,8.0,0.0001591091988786089,32.0,0.0007021843983568359,2.0,1.3806996596904076e-05,0.0,7.823964738245643e-05,0.0,3.61611815633202e-05,8.0,0.00013478258582692076,7.0,5.588546241604031e-05,0.0,4.602332198968026e-06,0.0,8.547188369512047e-06,10.0,0.0002011876646977451,8.0,4.536584596125625e-05,10.0,8.744431178039249e-05,2.0,8.021207546772844e-05,5.0,8.284197958142446e-05,2.0,9.533402412148053e-05,1.0,1.77518527674481e-05,24.0,0.0005286107268528989,8.0,0.00017094376739024096,2.0,6.903498298452039e-05,52.0,0.0008632660253207168,229.0,0.004166425592122911
2020-08-13,560.0,,17.0,348.0,117.0,132.0,246.0,1111.0,22.0,119.0,56.0,222.0,92.0,7.0,13.0,322.0,69.0,149.0,124.0,136.0,148.0,28.0,842.0,268.0,107.0,1369.0,6624.0,20.0,0.00036818657591744205,0.0,,4.0,1.1177092483208063e-05,24.0,0.00022880165789155327,2.0,7.692469532560842e-05,12.0,8.678683575196848e-05,4.0,0.0001617391029923049,43.0,0.000730455867579068,1.0,1.446447262532808e-05,0.0,7.823964738245643e-05,1.0,3.6818657591744206e-05,17.0,0.00014595967831012883,7.0,6.048779461500834e-05,0.0,4.602332198968026e-06,0.0,8.547188369512047e-06,16.0,0.00021170728115252918,0.0,4.536584596125625e-05,16.0,9.796392823517655e-05,2.0,8.152702752457646e-05,10.0,8.94167398656645e-05,3.0,9.730645220675255e-05,1.0,1.8409328795872103e-05,38.0,0.0005535948159330111,8.0,0.00017620357561763298,2.0,7.034993504136839e-05,56.0,0.0009000846829124611,287.0,0.0043551212122806
2020-08-14,573.0,0.0,18.0,370.0,121.0,137.0,249.0,1141.0,22.0,123.0,57.0,235.0,95.0,7.0,13.0,328.0,73.0,158.0,125.0,141.0,151.0,30.0,866.0,275.0,110.0,1429.0,6847.0,13.0,0.0003767337642869541,0.0,0.0,1.0,1.1834568511632065e-05,22.0,0.00024326613051688136,4.0,7.955459943930445e-05,5.0,9.00742158940885e-05,3.0,0.0001637115310775769,30.0,0.0007501801484317882,0.0,1.446447262532808e-05,4.0,8.086955149615244e-05,1.0,3.747613362016821e-05,13.0,0.00015450686667964087,3.0,6.246022270028034e-05,0.0,4.602332198968026e-06,0.0,8.547188369512047e-06,6.0,0.0002156521373230732,4.0,4.799575007495227e-05,9.0,0.00010388121249099258,1.0,8.218450355300046e-05,5.0,9.270412000778451e-05,3.0,9.927888029202456e-05,2.0,1.9724280852720108e-05,24.0,0.0005693742406151872,7.0,0.000180805907816601,3.0,7.23223631266404e-05,60.0,0.0009395332446179012,223.0,0.004501738366619153
