age_group,canton,cases,date,fatalities,sex
40 - 49,SZ,0,2020-03-30,0,9
40 - 49,TG,0,2020-03-30,0,9
40 - 49,TI,0,2020-03-30,0,9
40 - 49,UR,0,2020-03-30,0,9
40 - 49,VD,3,2020-03-30,0,9
40 - 49,VS,0,2020-03-30,0,9
40 - 49,ZG,0,2020-03-30,0,9
40 - 49,ZH,1,2020-03-30,0,9
50 - 59,AG,0,2020-03-30,0,9
50 - 59,AI,0,2020-03-30,0,9
50 - 59,AR,0,2020-03-30,0,9
50 - 59,BE,0,2020-03-30,0,9
50 - 59,BL,0,2020-03-30,0,9
50 - 59,BS,0,2020-03-30,0,9
50 - 59,FL,0,2020-03-30,0,9
50 - 59,FR,0,2020-03-30,0,9
50 - 59,GE,0,2020-03-30,0,9
50 - 59,GL,0,2020-03-30,0,9
50 - 59,GR,0,2020-03-30,0,9
50 - 59,JU,0,2020-03-30,0,9
50 - 59,LU,0,2020-03-30,0,9
50 - 59,NE,0,2020-03-30,0,9
50 - 59,NW,0,2020-03-30,0,9
50 - 59,OW,0,2020-03-30,0,9
50 - 59,SG,0,2020-03-30,0,9
50 - 59,SH,0,2020-03-30,0,9
50 - 59,SO,0,2020-03-30,0,9
50 - 59,SZ,0,2020-03-30,0,9
50 - 59,TG,0,2020-03-30,0,9
50 - 59,TI,1,2020-03-30,0,9
50 - 59,UR,0,2020-03-30,0,9
50 - 59,VD,0,2020-03-30,0,9
50 - 59,VS,0,2020-03-30,0,9
50 - 59,ZG,0,2020-03-30,0,9
50 - 59,ZH,0,2020-03-30,0,9
60 - 69,AG,0,2020-03-30,0,9
60 - 69,AI,0,2020-03-30,0,9
60 - 69,AR,0,2020-03-30,0,9
60 - 69,BE,0,2020-03-30,0,9
60 - 69,BL,0,2020-03-30,0,9
60 - 69,BS,0,2020-03-30,0,9
60 - 69,FL,0,2020-03-30,0,9
60 - 69,FR,0,2020-03-30,0,9
60 - 69,GE,0,2020-03-30,0,9
60 - 69,GL,0,2020-03-30,0,9
60 - 69,GR,0,2020-03-30,0,9
60 - 69,JU,0,2020-03-30,0,9
60 - 69,LU,0,2020-03-30,0,9
60 - 69,NE,0,2020-03-30,0,9
60 - 69,NW,0,2020-03-30,0,9
60 - 69,OW,0,2020-03-30,0,9
60 - 69,SG,0,2020-03-30,0,9
60 - 69,SH,0,2020-03-30,0,9
60 - 69,SO,0,2020-03-30,0,9
60 - 69,SZ,0,2020-03-30,0,9
60 - 69,TG,0,2020-03-30,0,9
60 - 69,TI,0,2020-03-30,0,9
60 - 69,UR,0,2020-03-30,0,9
60 - 69,VD,0,2020-03-30,0,9
60 - 69,VS,0,2020-03-30,0,9
60 - 69,ZG,0,2020-03-30,0,9
60 - 69,ZH,0,2020-03-30,0,9
70 - 79,AG,0,2020-03-30,0,9
70 - 79,AI,0,2020-03-30,0,9
70 - 79,AR,0,2020-03-30,0,9
70 - 79,BE,0,2020-03-30,0,9
70 - 79,BL,0,2020-03-30,0,9
70 - 79,BS,0,2020-03-30,0,9
70 - 79,FL,0,2020-03-30,0,9
70 - 79,FR,0,2020-03-30,0,9
70 - 79,GE,0,2020-03-30,0,9
70 - 79,GL,0,2020-03-30,0,9
70 - 79,GR,0,2020-03-30,0,9
70 - 79,JU,0,2020-03-30,0,9
70 - 79,LU,0,2020-03-30,0,9
70 - 79,NE,0,2020-03-30,0,9
70 - 79,NW,0,2020-03-30,0,9
70 - 79,OW,0,2020-03-30,0,9
70 - 79,SG,0,2020-03-30,0,9
70 - 79,SH,0,2020-03-30,0,9
70 - 79,SO,0,2020-03-30,0,9
70 - 79,SZ,0,2020-03-30,0,9
70 - 79,TG,0,2020-03-30,0,9
70 - 79,TI,0,2020-03-30,0,9
70 - 79,UR,0,2020-03-30,0,9
70 - 79,VD,0,2020-03-30,0,9
70 - 79,VS,0,2020-03-30,0,9
70 - 79,ZG,0,2020-03-30,0,9
70 - 79,ZH,1,2020-03-30,0,9
80+,AG,0,2020-03-30,0,9
80+,AI,0,2020-03-30,0,9
80+,AR,0,2020-03-30,0,9
80+,BE,0,2020-03-30,0,9
80+,BL,0,2020-03-30,0,9
80+,BS,0,2020-03-30,0,9
80+,FL,0,2020-03-30,0,9
80+,FR,0,2020-03-30,0,9
80+,GE,0,2020-03-30,0,9
80+,GL,0,2020-03-30,0,9
80+,GR,0,2020-03-30,0,9
80+,JU,0,2020-03-30,0,9
80+,LU,0,2020-03-30,0,9
80+,NE,0,2020-03-30,0,9
80+,NW,0,2020-03-30,0,9
80+,OW,0,2020-03-30,0,9
80+,SG,0,2020-03-30,0,9
80+,SH,0,2020-03-30,0,9
80+,SO,0,2020-03-30,0,9
80+,SZ,0,2020-03-30,0,9
80+,TG,0,2020-03-30,0,9
80+,TI,0,2020-03-30,0,9
80+,UR,0,2020-03-30,0,9
80+,VD,0,2020-03-30,0,9
80+,VS,0,2020-03-30,0,9
80+,ZG,0,2020-03-30,0,9
80+,ZH,0,2020-03-30,0,9
Unbekannt,AG,0,2020-03-30,0,9
Unbekannt,AI,0,2020-03-30,0,9
Unbekannt,AR,0,2020-03-30,0,9
Unbekannt,BE,0,2020-03-30,0,9
Unbekannt,BL,0,2020-03-30,0,9
Unbekannt,BS,0,2020-03-30,0,9
Unbekannt,FL,0,2020-03-30,0,9
Unbekannt,FR,0,2020-03-30,0,9
Unbekannt,GE,0,2020-03-30,0,9
Unbekannt,GL,0,2020-03-30,0,9
Unbekannt,GR,0,2020-03-30,0,9
Unbekannt,JU,0,2020-03-30,0,9
Unbekannt,LU,0,2020-03-30,0,9
Unbekannt,NE,0,2020-03-30,0,9
Unbekannt,NW,0,2020-03-30,0,9
Unbekannt,OW,0,2020-03-30,0,9
Unbekannt,SG,0,2020-03-30,0,9
Unbekannt,SH,0,2020-03-30,0,9
Unbekannt,SO,0,2020-03-30,0,9
Unbekannt,SZ,0,2020-03-30,0,9
Unbekannt,TG,0,2020-03-30,0,9
Unbekannt,TI,0,2020-03-30,0,9
Unbekannt,UR,0,2020-03-30,0,9
Unbekannt,VD,0,2020-03-30,0,9
Unbekannt,VS,0,2020-03-30,0,9
Unbekannt,ZG,0,2020-03-30,0,9
Unbekannt,ZH,0,2020-03-30,0,9
0 - 9,AG,0,2020-04-06,0,1
0 - 9,AI,0,2020-04-06,0,1
0 - 9,AR,0,2020-04-06,0,1
0 - 9,BE,0,2020-04-06,0,1
0 - 9,BL,5,2020-04-06,0,1
0 - 9,BS,1,2020-04-06,0,1
0 - 9,FL,0,2020-04-06,0,1
0 - 9,FR,0,2020-04-06,0,1
0 - 9,GE,3,2020-04-06,0,1
0 - 9,GL,0,2020-04-06,0,1
0 - 9,GR,0,2020-04-06,0,1
0 - 9,JU,0,2020-04-06,0,1
0 - 9,LU,0,2020-04-06,0,1
0 - 9,NE,0,2020-04-06,0,1
0 - 9,NW,0,2020-04-06,0,1
0 - 9,OW,0,2020-04-06,0,1
0 - 9,SG,1,2020-04-06,0,1
0 - 9,SH,0,2020-04-06,0,1
0 - 9,SO,0,2020-04-06,0,1
0 - 9,SZ,0,2020-04-06,0,1
0 - 9,TG,0,2020-04-06,0,1
0 - 9,TI,1,2020-04-06,0,1
0 - 9,UR,0,2020-04-06,0,1
0 - 9,VD,0,2020-04-06,0,1
0 - 9,VS,0,2020-04-06,0,1
0 - 9,ZG,0,2020-04-06,0,1
0 - 9,ZH,4,2020-04-06,0,1
10 - 19,AG,1,2020-04-06,0,1
10 - 19,AI,0,2020-04-06,0,1
10 - 19,AR,0,2020-04-06,0,1
10 - 19,BE,8,2020-04-06,0,1
10 - 19,BL,3,2020-04-06,0,1
10 - 19,BS,3,2020-04-06,0,1
10 - 19,FL,0,2020-04-06,0,1
10 - 19,FR,0,2020-04-06,0,1
10 - 19,GE,17,2020-04-06,0,1
10 - 19,GL,0,2020-04-06,0,1
10 - 19,GR,3,2020-04-06,0,1
10 - 19,JU,1,2020-04-06,0,1
10 - 19,LU,3,2020-04-06,0,1
10 - 19,NE,0,2020-04-06,0,1
10 - 19,NW,0,2020-04-06,0,1
10 - 19,OW,0,2020-04-06,0,1
10 - 19,SG,2,2020-04-06,0,1
10 - 19,SH,0,2020-04-06,0,1
10 - 19,SO,1,2020-04-06,0,1
10 - 19,SZ,0,2020-04-06,0,1
10 - 19,TG,0,2020-04-06,0,1
10 - 19,TI,0,2020-04-06,0,1
10 - 19,UR,0,2020-04-06,0,1
10 - 19,VD,7,2020-04-06,0,1
10 - 19,VS,2,2020-04-06,0,1
10 - 19,ZG,0,2020-04-06,0,1
10 - 19,ZH,19,2020-04-06,0,1
20 - 29,AG,15,2020-04-06,0,1
20 - 29,AI,0,2020-04-06,0,1
20 - 29,AR,2,2020-04-06,0,1
20 - 29,BE,14,2020-04-06,0,1
20 - 29,BL,10,2020-04-06,0,1
20 - 29,BS,13,2020-04-06,0,1
20 - 29,FL,1,2020-04-06,0,1
20 - 29,FR,7,2020-04-06,0,1
20 - 29,GE,74,2020-04-06,0,1
20 - 29,GL,1,2020-04-06,0,1
20 - 29,GR,11,2020-04-06,0,1
20 - 29,JU,3,2020-04-06,0,1
20 - 29,LU,6,2020-04-06,0,1
20 - 29,NE,7,2020-04-06,0,1
20 - 29,NW,1,2020-04-06,0,1
20 - 29,OW,1,2020-04-06,0,1
20 - 29,SG,11,2020-04-06,0,1
20 - 29,SH,0,2020-04-06,0,1
20 - 29,SO,5,2020-04-06,0,1
20 - 29,SZ,2,2020-04-06,0,1
20 - 29,TG,7,2020-04-06,0,1
20 - 29,TI,11,2020-04-06,0,1
20 - 29,UR,0,2020-04-06,0,1
20 - 29,VD,33,2020-04-06,0,1
20 - 29,VS,17,2020-04-06,0,1
20 - 29,ZG,2,2020-04-06,0,1
20 - 29,ZH,39,2020-04-06,0,1
30 - 39,AG,16,2020-04-06,0,1
30 - 39,AI,0,2020-04-06,0,1
30 - 39,AR,0,2020-04-06,0,1
30 - 39,BE,28,2020-04-06,0,1
30 - 39,BL,7,2020-04-06,0,1
30 - 39,BS,12,2020-04-06,0,1
30 - 39,FL,1,2020-04-06,0,1
30 - 39,FR,8,2020-04-06,0,1
30 - 39,GE,102,2020-04-06,0,1
30 - 39,GL,0,2020-04-06,0,1
30 - 39,GR,6,2020-04-06,0,1
30 - 39,JU,0,2020-04-06,0,1
30 - 39,LU,1,2020-04-06,0,1
30 - 39,NE,4,2020-04-06,0,1
30 - 39,NW,4,2020-04-06,0,1
30 - 39,OW,1,2020-04-06,0,1
30 - 39,SG,8,2020-04-06,0,1
30 - 39,SH,1,2020-04-06,0,1
30 - 39,SO,4,2020-04-06,0,1
30 - 39,SZ,4,2020-04-06,0,1
30 - 39,TG,4,2020-04-06,0,1
30 - 39,TI,18,2020-04-06,0,1
30 - 39,UR,1,2020-04-06,0,1
30 - 39,VD,32,2020-04-06,1,1
30 - 39,VS,15,2020-04-06,0,1
30 - 39,ZG,1,2020-04-06,0,1
30 - 39,ZH,38,2020-04-06,0,1
40 - 49,AG,12,2020-04-06,0,1
40 - 49,AI,0,2020-04-06,0,1
40 - 49,AR,0,2020-04-06,0,1
40 - 49,BE,23,2020-04-06,0,1
40 - 49,BL,9,2020-04-06,0,1
40 - 49,BS,14,2020-04-06,0,1
40 - 49,FL,0,2020-04-06,0,1
40 - 49,FR,10,2020-04-06,0,1
40 - 49,GE,107,2020-04-06,0,1
40 - 49,GL,0,2020-04-06,0,1
40 - 49,GR,6,2020-04-06,0,1
40 - 49,JU,1,2020-04-06,0,1
40 - 49,LU,5,2020-04-06,0,1
40 - 49,NE,4,2020-04-06,0,1
40 - 49,NW,1,2020-04-06,0,1
40 - 49,OW,0,2020-04-06,0,1
40 - 49,SG,9,2020-04-06,0,1
40 - 49,SH,1,2020-04-06,0,1
40 - 49,SO,4,2020-04-06,0,1
40 - 49,SZ,8,2020-04-06,0,1
40 - 49,TG,5,2020-04-06,0,1
40 - 49,TI,26,2020-04-06,0,1
40 - 49,UR,1,2020-04-06,0,1
40 - 49,VD,39,2020-04-06,0,1
40 - 49,VS,21,2020-04-06,0,1
40 - 49,ZG,5,2020-04-06,0,1
40 - 49,ZH,41,2020-04-06,0,1
50 - 59,AG,31,2020-04-06,0,1
50 - 59,AI,3,2020-04-06,0,1
50 - 59,AR,1,2020-04-06,0,1
50 - 59,BE,39,2020-04-06,0,1
50 - 59,BL,17,2020-04-06,0,1
50 - 59,BS,24,2020-04-06,0,1
50 - 59,FL,0,2020-04-06,0,1
50 - 59,FR,9,2020-04-06,1,1
50 - 59,GE,152,2020-04-06,1,1
50 - 59,GL,1,2020-04-06,0,1
50 - 59,GR,13,2020-04-06,0,1
50 - 59,JU,2,2020-04-06,0,1
50 - 59,LU,15,2020-04-06,1,1
50 - 59,NE,9,2020-04-06,0,1
50 - 59,NW,1,2020-04-06,0,1
50 - 59,OW,3,2020-04-06,0,1
50 - 59,SG,17,2020-04-06,0,1
50 - 59,SH,1,2020-04-06,1,1
50 - 59,SO,9,2020-04-06,0,1
50 - 59,SZ,3,2020-04-06,1,1
50 - 59,TG,12,2020-04-06,0,1
50 - 59,TI,37,2020-04-06,0,1
50 - 59,UR,2,2020-04-06,0,1
50 - 59,VD,78,2020-04-06,0,1
50 - 59,VS,31,2020-04-06,0,1
50 - 59,ZG,5,2020-04-06,0,1
50 - 59,ZH,47,2020-04-06,0,1
60 - 69,AG,16,2020-04-06,0,1
60 - 69,AI,0,2020-04-06,0,1
60 - 69,AR,2,2020-04-06,0,1
60 - 69,BE,23,2020-04-06,1,1
60 - 69,BL,6,2020-04-06,1,1
60 - 69,BS,7,2020-04-06,0,1
60 - 69,FL,2,2020-04-06,0,1
60 - 69,FR,13,2020-04-06,1,1
60 - 69,GE,66,2020-04-06,0,1
60 - 69,GL,0,2020-04-06,0,1
60 - 69,GR,7,2020-04-06,1,1
60 - 69,JU,6,2020-04-06,0,1
60 - 69,LU,8,2020-04-06,0,1
60 - 69,NE,10,2020-04-06,0,1
60 - 69,NW,1,2020-04-06,0,1
60 - 69,OW,1,2020-04-06,0,1
60 - 69,SG,13,2020-04-06,1,1
60 - 69,SH,0,2020-04-06,0,1
60 - 69,SO,2,2020-04-06,0,1
60 - 69,SZ,3,2020-04-06,0,1
60 - 69,TG,5,2020-04-06,0,1
60 - 69,TI,27,2020-04-06,2,1
60 - 69,UR,1,2020-04-06,0,1
60 - 69,VD,57,2020-04-06,7,1
60 - 69,VS,29,2020-04-06,1,1
60 - 69,ZG,1,2020-04-06,0,1
60 - 69,ZH,52,2020-04-06,0,1
70 - 79,AG,10,2020-04-06,2,1
70 - 79,AI,0,2020-04-06,0,1
70 - 79,AR,1,2020-04-06,0,1
70 - 79,BE,11,2020-04-06,1,1
70 - 79,BL,3,2020-04-06,2,1
70 - 79,BS,7,2020-04-06,1,1
70 - 79,FL,1,2020-04-06,0,1
70 - 79,FR,23,2020-04-06,1,1
70 - 79,GE,40,2020-04-06,10,1
70 - 79,GL,0,2020-04-06,0,1
70 - 79,GR,8,2020-04-06,4,1
70 - 79,JU,1,2020-04-06,0,1
70 - 79,LU,9,2020-04-06,0,1
70 - 79,NE,2,2020-04-06,1,1
70 - 79,NW,0,2020-04-06,0,1
70 - 79,OW,0,2020-04-06,0,1
70 - 79,SG,6,2020-04-06,1,1
70 - 79,SH,1,2020-04-06,0,1
70 - 79,SO,3,2020-04-06,0,1
70 - 79,SZ,4,2020-04-06,0,1
70 - 79,TG,3,2020-04-06,1,1
70 - 79,TI,24,2020-04-06,15,1
70 - 79,UR,1,2020-04-06,0,1
70 - 79,VD,44,2020-04-06,8,1
70 - 79,VS,22,2020-04-06,1,1
70 - 79,ZG,1,2020-04-06,1,1
70 - 79,ZH,34,2020-04-06,2,1
80+,AG,12,2020-04-06,5,1
80+,AI,0,2020-04-06,0,1
80+,AR,0,2020-04-06,1,1
80+,BE,22,2020-04-06,6,1
80+,BL,2,2020-04-06,2,1
80+,BS,6,2020-04-06,5,1
80+,FL,0,2020-04-06,0,1
80+,FR,30,2020-04-06,8,1
80+,GE,51,2020-04-06,29,1
80+,GL,0,2020-04-06,0,1
80+,GR,7,2020-04-06,5,1
80+,JU,0,2020-04-06,0,1
80+,LU,4,2020-04-06,0,1
80+,NE,8,2020-04-06,7,1
80+,NW,0,2020-04-06,0,1
80+,OW,0,2020-04-06,0,1
80+,SG,9,2020-04-06,2,1
80+,SH,0,2020-04-06,0,1
80+,SO,2,2020-04-06,0,1
80+,SZ,2,2020-04-06,0,1
80+,TG,4,2020-04-06,1,1
80+,TI,31,2020-04-06,25,1
80+,UR,1,2020-04-06,1,1
80+,VD,60,2020-04-06,30,1
80+,VS,13,2020-04-06,6,1
80+,ZG,3,2020-04-06,1,1
80+,ZH,34,2020-04-06,11,1
Unbekannt,AG,0,2020-04-06,0,1
Unbekannt,AI,0,2020-04-06,0,1
Unbekannt,AR,0,2020-04-06,0,1
Unbekannt,BE,0,2020-04-06,0,1
Unbekannt,BL,0,2020-04-06,0,1
Unbekannt,BS,0,2020-04-06,0,1
Unbekannt,FL,0,2020-04-06,0,1
Unbekannt,FR,0,2020-04-06,0,1
Unbekannt,GE,0,2020-04-06,0,1
Unbekannt,GL,0,2020-04-06,0,1
Unbekannt,GR,0,2020-04-06,0,1
Unbekannt,JU,0,2020-04-06,0,1
Unbekannt,LU,0,2020-04-06,0,1
Unbekannt,NE,0,2020-04-06,0,1
Unbekannt,NW,0,2020-04-06,0,1
Unbekannt,OW,0,2020-04-06,0,1
Unbekannt,SG,1,2020-04-06,0,1
Unbekannt,SH,0,2020-04-06,0,1
Unbekannt,SO,0,2020-04-06,0,1
Unbekannt,SZ,0,2020-04-06,0,1
Unbekannt,TG,0,2020-04-06,0,1
Unbekannt,TI,0,2020-04-06,0,1
Unbekannt,UR,0,2020-04-06,0,1
Unbekannt,VD,0,2020-04-06,0,1
Unbekannt,VS,0,2020-04-06,0,1
Unbekannt,ZG,0,2020-04-06,0,1
Unbekannt,ZH,1,2020-04-06,0,1
0 - 9,AG,1,2020-04-06,0,2
0 - 9,AI,0,2020-04-06,0,2
0 - 9,AR,0,2020-04-06,0,2
0 - 9,BE,0,2020-04-06,0,2
0 - 9,BL,0,2020-04-06,0,2
0 - 9,BS,0,2020-04-06,0,2
0 - 9,FL,0,2020-04-06,0,2
0 - 9,FR,0,2020-04-06,0,2
0 - 9,GE,5,2020-04-06,0,2
0 - 9,GL,0,2020-04-06,0,2
0 - 9,GR,1,2020-04-06,0,2
0 - 9,JU,0,2020-04-06,0,2
0 - 9,LU,0,2020-04-06,0,2
0 - 9,NE,0,2020-04-06,0,2
0 - 9,NW,0,2020-04-06,0,2
0 - 9,OW,0,2020-04-06,0,2
0 - 9,SG,0,2020-04-06,0,2
0 - 9,SH,0,2020-04-06,0,2
0 - 9,SO,0,2020-04-06,0,2
0 - 9,SZ,0,2020-04-06,0,2
0 - 9,TG,0,2020-04-06,0,2
0 - 9,TI,0,2020-04-06,0,2
0 - 9,UR,0,2020-04-06,0,2
0 - 9,VD,1,2020-04-06,0,2
0 - 9,VS,1,2020-04-06,0,2
0 - 9,ZG,0,2020-04-06,0,2
0 - 9,ZH,1,2020-04-06,0,2
10 - 19,AG,2,2020-04-06,0,2
10 - 19,AI,0,2020-04-06,0,2
10 - 19,AR,1,2020-04-06,0,2
10 - 19,BE,4,2020-04-06,0,2
10 - 19,BL,2,2020-04-06,0,2
10 - 19,BS,0,2020-04-06,0,2
10 - 19,FL,0,2020-04-06,0,2
10 - 19,FR,3,2020-04-06,0,2
10 - 19,GE,20,2020-04-06,0,2
10 - 19,GL,0,2020-04-06,0,2
10 - 19,GR,1,2020-04-06,0,2
10 - 19,JU,0,2020-04-06,0,2
10 - 19,LU,0,2020-04-06,0,2
10 - 19,NE,3,2020-04-06,0,2
10 - 19,NW,0,2020-04-06,0,2
10 - 19,OW,0,2020-04-06,0,2
10 - 19,SG,3,2020-04-06,0,2
10 - 19,SH,1,2020-04-06,0,2
10 - 19,SO,1,2020-04-06,0,2
10 - 19,SZ,2,2020-04-06,0,2
10 - 19,TG,2,2020-04-06,0,2
10 - 19,TI,8,2020-04-06,0,2
10 - 19,UR,2,2020-04-06,0,2
10 - 19,VD,9,2020-04-06,0,2
10 - 19,VS,3,2020-04-06,0,2
10 - 19,ZG,1,2020-04-06,0,2
10 - 19,ZH,12,2020-04-06,0,2
20 - 29,AG,21,2020-04-06,0,2
20 - 29,AI,0,2020-04-06,0,2
20 - 29,AR,0,2020-04-06,0,2
20 - 29,BE,35,2020-04-06,0,2
20 - 29,BL,10,2020-04-06,0,2
20 - 29,BS,13,2020-04-06,0,2
20 - 29,FL,1,2020-04-06,0,2
20 - 29,FR,22,2020-04-06,0,2
20 - 29,GE,99,2020-04-06,0,2
20 - 29,GL,3,2020-04-06,0,2
20 - 29,GR,6,2020-04-06,0,2
20 - 29,JU,5,2020-04-06,0,2
20 - 29,LU,8,2020-04-06,0,2
20 - 29,NE,12,2020-04-06,0,2
20 - 29,NW,0,2020-04-06,0,2
20 - 29,OW,2,2020-04-06,0,2
20 - 29,SG,11,2020-04-06,0,2
20 - 29,SH,0,2020-04-06,0,2
20 - 29,SO,9,2020-04-06,0,2
20 - 29,SZ,4,2020-04-06,0,2
20 - 29,TG,4,2020-04-06,0,2
20 - 29,TI,25,2020-04-06,0,2
20 - 29,UR,0,2020-04-06,0,2
20 - 29,VD,63,2020-04-06,0,2
20 - 29,VS,34,2020-04-06,0,2
20 - 29,ZG,5,2020-04-06,0,2
20 - 29,ZH,38,2020-04-06,0,2
30 - 39,AG,15,2020-04-06,0,2
30 - 39,AI,0,2020-04-06,0,2
30 - 39,AR,1,2020-04-06,0,2
30 - 39,BE,19,2020-04-06,0,2
30 - 39,BL,6,2020-04-06,0,2
30 - 39,BS,13,2020-04-06,0,2
30 - 39,FL,1,2020-04-06,0,2
30 - 39,FR,23,2020-04-06,0,2
30 - 39,GE,108,2020-04-06,0,2
30 - 39,GL,0,2020-04-06,0,2
30 - 39,GR,7,2020-04-06,0,2
30 - 39,JU,0,2020-04-06,0,2
30 - 39,LU,10,2020-04-06,0,2
30 - 39,NE,6,2020-04-06,0,2
30 - 39,NW,1,2020-04-06,0,2
30 - 39,OW,4,2020-04-06,0,2
30 - 39,SG,7,2020-04-06,0,2
30 - 39,SH,0,2020-04-06,0,2
30 - 39,SO,6,2020-04-06,0,2
30 - 39,SZ,3,2020-04-06,0,2
30 - 39,TG,4,2020-04-06,0,2
30 - 39,TI,37,2020-04-06,0,2
30 - 39,UR,1,2020-04-06,0,2
30 - 39,VD,49,2020-04-06,0,2
30 - 39,VS,23,2020-04-06,0,2
30 - 39,ZG,0,2020-04-06,0,2
30 - 39,ZH,42,2020-04-06,0,2
40 - 49,AG,15,2020-04-06,0,2
40 - 49,AI,1,2020-04-06,0,2
40 - 49,AR,2,2020-04-06,0,2
40 - 49,BE,29,2020-04-06,0,2
40 - 49,BL,14,2020-04-06,0,2
40 - 49,BS,9,2020-04-06,0,2
40 - 49,FL,1,2020-04-06,0,2
40 - 49,FR,26,2020-04-06,0,2
40 - 49,GE,163,2020-04-06,0,2
40 - 49,GL,0,2020-04-06,0,2
40 - 49,GR,7,2020-04-06,0,2
40 - 49,JU,2,2020-04-06,0,2
40 - 49,LU,11,2020-04-06,0,2
40 - 49,NE,10,2020-04-06,0,2
40 - 49,NW,4,2020-04-06,0,2
40 - 49,OW,1,2020-04-06,0,2
40 - 49,SG,19,2020-04-06,0,2
40 - 49,SH,1,2020-04-06,0,2
40 - 49,SO,6,2020-04-06,0,2
40 - 49,SZ,1,2020-04-06,0,2
40 - 49,TG,6,2020-04-06,0,2
40 - 49,TI,30,2020-04-06,0,2
40 - 49,UR,0,2020-04-06,0,2
40 - 49,VD,86,2020-04-06,0,2
40 - 49,VS,25,2020-04-06,0,2
40 - 49,ZG,1,2020-04-06,0,2
40 - 49,ZH,78,2020-04-06,0,2
50 - 59,AG,28,2020-04-06,0,2
50 - 59,AI,3,2020-04-06,0,2
50 - 59,AR,3,2020-04-06,0,2
50 - 59,BE,35,2020-04-06,0,2
50 - 59,BL,13,2020-04-06,0,2
50 - 59,BS,14,2020-04-06,0,2
50 - 59,FL,1,2020-04-06,0,2
50 - 59,FR,22,2020-04-06,0,2
50 - 59,GE,161,2020-04-06,0,2
50 - 59,GL,3,2020-04-06,0,2
50 - 59,GR,10,2020-04-06,0,2
50 - 59,JU,3,2020-04-06,0,2
50 - 59,LU,14,2020-04-06,0,2
50 - 59,NE,13,2020-04-06,0,2
50 - 59,NW,4,2020-04-06,0,2
50 - 59,OW,0,2020-04-06,0,2
50 - 59,SG,18,2020-04-06,0,2
50 - 59,SH,1,2020-04-06,0,2
50 - 59,SO,4,2020-04-06,0,2
50 - 59,SZ,4,2020-04-06,0,2
50 - 59,TG,7,2020-04-06,0,2
50 - 59,TI,47,2020-04-06,0,2
50 - 59,UR,0,2020-04-06,0,2
50 - 59,VD,92,2020-04-06,0,2
50 - 59,VS,38,2020-04-06,0,2
50 - 59,ZG,2,2020-04-06,0,2
50 - 59,ZH,66,2020-04-06,1,2
60 - 69,AG,16,2020-04-06,0,2
60 - 69,AI,0,2020-04-06,0,2
60 - 69,AR,0,2020-04-06,0,2
60 - 69,BE,20,2020-04-06,0,2
60 - 69,BL,10,2020-04-06,0,2
60 - 69,BS,7,2020-04-06,0,2
60 - 69,FL,1,2020-04-06,0,2
60 - 69,FR,13,2020-04-06,0,2
60 - 69,GE,59,2020-04-06,2,2
60 - 69,GL,1,2020-04-06,0,2
60 - 69,GR,6,2020-04-06,0,2
60 - 69,JU,3,2020-04-06,0,2
60 - 69,LU,2,2020-04-06,0,2
60 - 69,NE,4,2020-04-06,0,2
60 - 69,NW,0,2020-04-06,0,2
60 - 69,OW,0,2020-04-06,0,2
60 - 69,SG,8,2020-04-06,3,2
60 - 69,SH,2,2020-04-06,0,2
60 - 69,SO,3,2020-04-06,0,2
60 - 69,SZ,3,2020-04-06,0,2
60 - 69,TG,5,2020-04-06,0,2
60 - 69,TI,18,2020-04-06,4,2
60 - 69,UR,0,2020-04-06,0,2
60 - 69,VD,39,2020-04-06,1,2
60 - 69,VS,18,2020-04-06,0,2
60 - 69,ZG,3,2020-04-06,0,2
60 - 69,ZH,30,2020-04-06,1,2
70 - 79,AG,6,2020-04-06,0,2
70 - 79,AI,0,2020-04-06,0,2
70 - 79,AR,0,2020-04-06,0,2
70 - 79,BE,13,2020-04-06,1,2
70 - 79,BL,4,2020-04-06,0,2
70 - 79,BS,7,2020-04-06,1,2
70 - 79,FL,0,2020-04-06,0,2
70 - 79,FR,13,2020-04-06,2,2
70 - 79,GE,45,2020-04-06,5,2
70 - 79,GL,0,2020-04-06,0,2
70 - 79,GR,3,2020-04-06,1,2
70 - 79,JU,0,2020-04-06,0,2
70 - 79,LU,7,2020-04-06,1,2
70 - 79,NE,5,2020-04-06,0,2
70 - 79,NW,1,2020-04-06,0,2
70 - 79,OW,0,2020-04-06,0,2
70 - 79,SG,6,2020-04-06,0,2
70 - 79,SH,0,2020-04-06,0,2
70 - 79,SO,2,2020-04-06,0,2
70 - 79,SZ,2,2020-04-06,0,2
70 - 79,TG,8,2020-04-06,0,2
70 - 79,TI,32,2020-04-06,3,2
70 - 79,UR,1,2020-04-06,1,2
70 - 79,VD,39,2020-04-06,6,2
70 - 79,VS,20,2020-04-06,0,2
70 - 79,ZG,1,2020-04-06,0,2
70 - 79,ZH,19,2020-04-06,0,2
80+,AG,12,2020-04-06,1,2
80+,AI,0,2020-04-06,0,2
80+,AR,1,2020-04-06,0,2
80+,BE,37,2020-04-06,4,2
80+,BL,9,2020-04-06,3,2
80+,BS,10,2020-04-06,6,2
80+,FL,0,2020-04-06,1,2
80+,FR,43,2020-04-06,8,2
80+,GE,113,2020-04-06,19,2
